mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_5,cpu_6,cpu_7
25,20,21384,776,13,8,3880,3368,19,17,11448,14688,5,0,2856,176,0.57,0.41,0.39,0.35,0.29,0.28
7,2,584,296,25,20,17568,7224,20,17,1992,5544,25,20,14112,16416,0.57,0.46,0.38,0.31,0.29,0.29
26,20,23688,3112,18,15,11448,3752,6,1,4392,1416,22,19,14688,5736,0.45,0.45,0.45,0.42,0.29,0.29
3,0,2536,1128,15,10,9528,1864,15,12,9912,7480,20,18,2792,12216,0.52,0.51,0.46,0.4,0.31,0.32
20,17,10680,4264,19,17,1800,8760,8,2,4392,1416,18,14,7736,2280,0.44,0.43,0.43,0.39,0.28,0.28
2,0,1800,712,7,2,5160,568,20,18,15264,16416,4,0,2152,712,0.6,0.42,0.4,0.38,0.31,0.3
22,19,12216,336,25,20,28336,11832,8,4,3240,408,5,0,1480,176,0.55,0.36,0.33,0.32,0.27,0.25
7,2,1320,744,11,6,8248,176,5,0,1032,1128,20,17,6712,12960,0.53,0.41,0.37,0.36,0.28,0.27
25,20,14688,4008,8,4,4584,1480,4,0,632,208,20,18,7224,14112,0.56,0.42,0.4,0.32,0.28,0.28
11,6,2472,4968,20,18,2792,12960,20,18,15840,15840,8,4,3752,2472,0.63,0.52,0.45,0.43,0.34,0.33
15,9,840,136,15,9,12576,7992,18,15,8504,13536,3,0,504,176,0.56,0.51,0.31,0.3,0.28,0.28
26,20,11064,1544,6,1,3112,1032,15,9,9912,3624,25,20,2280,16416,0.52,0.41,0.41,0.39,0.29,0.29
22,19,22152,8248,18,14,3880,12216,6,1,712,1352,24,20,5992,17568,0.57,0.53,0.52,0.42,0.34,0.34
20,17,11448,4008,22,19,7480,4008,20,17,12960,9144,18,15,15264,7736,0.51,0.5,0.43,0.41,0.31,0.31
11,6,3496,1864,13,7,10680,712,4,0,1800,600,11,6,8504,176,0.39,0.39,0.37,0.35,0.25,0.25
8,4,4776,3624,13,7,11064,472,15,12,2600,2216,15,11,8504,7480,0.51,0.48,0.38,0.37,0.29,0.29
24,20,19080,10680,26,20,24496,13536,3,0,744,904,6,1,1544,1736,0.58,0.52,0.44,0.41,0.33,0.32
3,0,1800,424,2,0,2024,376,20,17,776,11832,24,20,1608,376,0.47,0.39,0.38,0.31,0.26,0.26
8,4,5544,1480,15,9,12216,2216,15,12,12216,1608,13,7,5992,328,0.41,0.41,0.4,0.33,0.26,0.26
26,20,2984,16992,20,17,1160,11064,20,17,7480,5160,13,8,904,1928,0.54,0.48,0.42,0.34,0.3,0.3
6,1,4136,1384,15,9,1992,2856,7,2,5544,2088,22,19,11448,2152,0.47,0.43,0.39,0.36,0.27,0.27
19,17,3624,10680,15,12,4584,7736,8,4,2344,2984,7,2,1480,1288,0.5,0.5,0.43,0.4,0.31,0.3
18,14,3240,1800,22,19,904,1416,20,17,9144,2152,18,15,3880,9144,0.46,0.39,0.35,0.32,0.25,0.25
24,20,11832,4392,8,2,1800,208,20,17,8248,11832,15,9,1992,4776,0.53,0.41,0.4,0.32,0.28,0.28
15,11,13536,3880,2,0,1608,648,15,10,13536,616,11,6,7736,3752,0.46,0.46,0.42,0.39,0.29,0.29
7,2,5992,2216,11,6,1928,1672,6,1,1992,776,3,0,40,424,0.45,0.38,0.37,0.34,0.26,0.26
3,0,208,1288,19,17,11448,7992,20,18,15840,2984,8,4,2344,56,0.49,0.42,0.4,0.3,0.27,0.27
11,6,1224,2408,8,4,1928,1864,8,4,3880,3112,7,2,224,872,0.46,0.39,0.38,0.37,0.27,0.26
26,20,14112,14112,8,2,3240,872,5,0,4008,424,2,0,872,1256,0.56,0.43,0.4,0.39,0.3,0.29
8,4,256,488,18,15,11064,1128,8,4,1384,2472,13,8,7736,3240,0.4,0.39,0.39,0.3,0.25,0.25
2,0,2088,1064,20,18,16416,7736,8,4,256,3624,3,0,2024,568,0.49,0.45,0.42,0.41,0.3,0.29
18,15,9144,1416,4,0,2984,1224,15,9,13536,1864,15,12,7224,5544,0.46,0.45,0.4,0.39,0.28,0.28
18,14,4264,9912,19,17,3624,15264,2,0,1096,1000,10,4,3496,488,0.54,0.49,0.43,0.35,0.3,0.3
19,17,7992,10296,3,0,680,328,4,0,1416,1192,15,11,4264,5736,0.5,0.44,0.42,0.34,0.28,0.28
8,4,3496,1064,10,4,1416,2472,13,7,4584,5736,26,20,13536,14112,0.55,0.45,0.41,0.38,0.3,0.3
2,0,696,1160,4,0,2664,568,8,2,4968,1256,20,17,376,12216,0.49,0.43,0.42,0.41,0.29,0.29
8,4,1800,1416,7,2,1800,648,15,12,1992,6968,25,20,22920,19080,0.65,0.46,0.38,0.36,0.31,0.3
15,10,5160,3368,4,0,1864,1384,6,1,4776,144,15,10,6456,4584,0.44,0.42,0.39,0.35,0.27,0.27
22,19,17568,8248,20,17,11832,6712,20,18,8248,15264,22,19,16992,12960,0.58,0.57,0.49,0.48,0.35,0.35
13,8,4968,1384,15,12,13536,8760,20,18,12216,12216,2,0,1000,456,0.56,0.55,0.38,0.36,0.31,0.31
22,19,18336,17568,2,0,1864,456,4,0,488,376,15,9,7992,4008,0.61,0.41,0.4,0.34,0.3,0.29
18,14,12576,4136,25,20,20616,19080,25,20,8504,14688,13,8,4776,5544,0.63,0.54,0.46,0.45,0.35,0.34
25,20,22152,2792,26,20,15264,15264,7,2,3240,1416,3,0,1256,1384,0.59,0.43,0.43,0.41,0.32,0.31
7,2,472,472,19,17,12216,4264,6,1,1864,488,3,0,2728,120,0.42,0.36,0.34,0.32,0.24,0.24
4,0,2280,328,15,10,5992,1416,20,17,8248,4264,8,2,4968,1672,0.43,0.41,0.37,0.35,0.26,0.26
26,20,2408,8760,18,15,12216,11832,6,1,936,712,26,20,5544,12960,0.56,0.5,0.43,0.38,0.31,0.31
10,4,4776,2984,13,8,7480,2792,8,2,256,144,24,20,21384,8760,0.5,0.45,0.39,0.29,0.27,0.27
4,0,2216,1128,26,20,4968,7992,20,18,5544,14688,10,4,2216,1992,0.56,0.43,0.43,0.39,0.31,0.3
8,2,3368,1192,6,1,2472,1608,15,10,7992,296,25,20,10296,9528,0.47,0.44,0.41,0.35,0.28,0.28
15,11,256,2280,18,15,10296,11448,25,20,27376,5544,11,6,6200,1672,0.55,0.5,0.41,0.33,0.3,0.3
11,6,1384,1224,4,0,2216,616,13,8,2280,6200,25,20,6200,19848,0.57,0.45,0.41,0.35,0.3,0.29
4,0,1864,600,15,11,10680,7224,15,10,1416,7224,2,0,176,808,0.52,0.46,0.41,0.4,0.3,0.3
13,7,4392,4264,5,0,2280,1000,26,20,11448,10296,26,20,18336,19080,0.62,0.49,0.43,0.41,0.33,0.32
18,15,3240,7992,11,6,8504,2984,13,8,6968,536,22,19,1384,4776,0.45,0.43,0.37,0.36,0.27,0.27
20,17,15264,5160,18,14,15840,10680,24,20,11448,8760,8,2,3368,520,0.57,0.47,0.45,0.36,0.31,0.31
11,6,2088,392,2,0,872,936,8,4,4968,1992,15,10,10680,1096,0.41,0.4,0.38,0.31,0.25,0.25
15,12,14112,9144,24,20,25456,3112,15,10,3496,5352,6,1,2600,1672,0.57,0.47,0.45,0.44,0.32,0.32
6,1,392,568,18,15,12576,12216,24,20,22152,11448,8,4,4968,632,0.58,0.53,0.38,0.37,0.31,0.31
4,0,1288,504,10,4,2216,1416,15,10,12960,2536,15,11,256,8248,0.47,0.42,0.39,0.38,0.28,0.27
24,20,24496,3624,20,18,18336,13536,7,2,3240,1544,2,0,1480,1160,0.6,0.45,0.45,0.44,0.33,0.32
26,20,4264,15264,10,4,4776,2280,26,20,584,10680,18,14,5160,3112,0.51,0.44,0.43,0.39,0.29,0.29
10,4,1864,3624,15,9,6200,1096,5,0,4136,224,7,2,4392,968,0.42,0.41,0.37,0.35,0.26,0.26
8,2,3368,648,11,6,2664,5160,6,1,4584,808,13,7,6200,968,0.44,0.42,0.37,0.36,0.27,0.27
13,7,3368,1224,20,18,16992,7736,22,19,12216,14112,13,8,2472,680,0.55,0.5,0.35,0.32,0.29,0.29
15,9,1128,296,2,0,2088,840,26,20,23688,19080,15,9,256,136,0.63,0.42,0.29,0.29,0.27,0.28
13,8,208,2664,25,20,15840,6712,5,0,3752,1320,18,14,2600,2024,0.47,0.45,0.35,0.34,0.27,0.27
11,6,3880,4968,20,18,4008,1928,13,8,10296,808,18,14,6200,7736,0.48,0.45,0.39,0.34,0.28,0.28
20,18,9144,15840,5,0,4264,680,20,18,6200,9528,15,10,6456,2984,0.58,0.48,0.42,0.39,0.31,0.31
10,4,2984,1992,20,17,8248,4968,19,17,11448,15264,7,2,584,72,0.59,0.43,0.4,0.29,0.28,0.29
15,10,12960,2664,3,0,2152,1000,25,20,22152,8248,5,0,328,488,0.5,0.43,0.42,0.36,0.28,0.28
7,2,5352,520,7,2,5352,472,13,7,1352,3368,6,1,1480,904,0.38,0.38,0.38,0.38,0.25,0.25
20,18,16992,3624,6,1,2216,1288,7,2,5736,1064,26,20,12960,4008,0.44,0.42,0.42,0.41,0.28,0.28
2,0,296,1384,5,0,1736,1256,5,0,4008,344,15,12,2600,9528,0.51,0.43,0.41,0.4,0.29,0.29
13,8,5352,4968,22,19,4136,5160,26,20,584,19080,15,9,1992,136,0.55,0.44,0.4,0.31,0.28,0.28
15,10,6200,6200,24,20,16992,8760,26,20,20616,19080,24,20,2152,11832,0.64,0.48,0.47,0.46,0.35,0.34
15,12,8248,9912,18,15,12216,4264,13,7,4968,5352,26,20,2984,11448,0.54,0.48,0.46,0.45,0.32,0.32
11,6,2088,2088,10,4,2536,3368,19,17,2152,9912,19,17,9912,600,0.46,0.45,0.38,0.37,0.28,0.28
15,11,5544,5736,11,6,1544,3496,18,15,6456,11064,20,18,7224,13536,0.55,0.53,0.48,0.4,0.33,0.33
25,20,6200,1992,8,4,3624,56,10,4,5352,1544,20,17,16992,9912,0.54,0.4,0.35,0.3,0.27,0.26
11,6,2664,4264,11,6,4776,1032,13,8,3368,3240,22,19,20616,4008,0.46,0.44,0.39,0.38,0.28,0.28
3,0,2728,840,15,10,12216,3368,13,8,10680,3368,26,20,12960,3112,0.45,0.43,0.42,0.41,0.29,0.28
11,6,2792,600,20,18,4392,12216,8,4,4008,1000,6,1,1992,1160,0.5,0.4,0.39,0.34,0.27,0.27
8,2,1256,696,15,12,6456,5992,26,20,22920,6200,4,0,2600,152,0.47,0.45,0.35,0.35,0.27,0.27
22,19,4136,16416,22,19,904,11064,11,6,6200,5160,3,0,328,504,0.53,0.47,0.46,0.36,0.3,0.3
2,0,872,376,19,17,16416,6456,5,0,4264,1128,15,11,9912,8760,0.54,0.47,0.46,0.36,0.3,0.31
18,15,5160,4264,13,7,6712,5544,20,18,3624,15840,22,19,22920,5352,0.54,0.48,0.47,0.4,0.32,0.32
15,12,8248,8760,13,7,3880,4968,4,0,2280,1192,24,20,4264,4392,0.53,0.45,0.43,0.38,0.3,0.3
4,0,2728,536,15,10,14112,6712,15,9,3112,4584,25,20,6968,15264,0.54,0.53,0.42,0.39,0.31,0.31
2,0,1608,424,15,11,14112,1224,10,4,4392,1000,20,17,9912,6968,0.45,0.4,0.38,0.38,0.27,0.27
18,15,9912,12216,8,2,5736,296,6,1,4776,568,22,19,21384,4008,0.56,0.46,0.4,0.36,0.3,0.3
15,9,5160,5160,11,6,7992,4584,10,4,4264,2984,3,0,1992,1032,0.48,0.45,0.44,0.42,0.3,0.3
26,20,25456,4392,11,6,144,2792,13,7,904,1320,20,17,16416,3112,0.47,0.43,0.36,0.32,0.26,0.26
6,1,2216,1416,13,8,6712,6200,11,6,3752,1224,25,20,1128,1992,0.48,0.42,0.36,0.34,0.27,0.27
15,9,9528,7992,18,14,8504,3368,15,11,5544,4584,22,19,16416,1416,0.51,0.43,0.42,0.4,0.3,0.29
11,6,7480,4008,25,20,12576,5992,15,12,11832,5992,10,4,2536,1864,0.49,0.47,0.44,0.38,0.3,0.3
2,0,1064,1384,2,0,696,1032,13,7,1800,3496,15,9,13536,3112,0.44,0.42,0.41,0.39,0.28,0.28
25,20,5736,15840,7,2,4968,520,18,14,2280,1544,2,0,2088,600,0.52,0.41,0.38,0.34,0.28,0.27
19,17,7992,12960,7,2,2536,296,18,14,14112,6712,6,1,3112,776,0.54,0.48,0.43,0.33,0.3,0.3
2,0,424,288,15,11,4968,6712,8,4,4776,1736,15,10,1992,6968,0.46,0.45,0.42,0.32,0.27,0.28
7,2,3752,1864,18,15,15264,5160,8,4,4584,1928,15,12,11064,5544,0.47,0.47,0.46,0.42,0.3,0.3
3,0,904,1064,8,4,4584,1128,8,2,3752,1320,20,17,1160,3624,0.43,0.4,0.38,0.36,0.26,0.26
22,19,10296,7480,25,20,24496,7480,6,1,256,1480,22,19,4584,6200,0.49,0.46,0.41,0.4,0.29,0.29
24,20,1064,9528,26,20,24496,1992,5,0,776,376,15,11,4584,5736,0.45,0.43,0.41,0.34,0.27,0.28
18,14,3240,8760,10,4,7992,2152,4,0,408,120,10,4,3368,1416,0.47,0.44,0.39,0.29,0.26,0.27
3,0,2856,256,5,0,872,88,8,2,6456,1320,13,8,2984,3624,0.44,0.39,0.37,0.29,0.25,0.25
8,2,2216,1672,8,4,968,488,13,8,6456,2344,13,7,4968,224,0.4,0.38,0.32,0.32,0.24,0.24
15,10,3496,6200,11,6,2792,392,18,14,9912,1800,19,17,11448,904,0.45,0.4,0.39,0.32,0.26,0.26
11,6,7736,3624,7,2,5160,696,24,20,26416,10680,18,14,3240,12576,0.56,0.52,0.46,0.4,0.32,0.32
6,1,2408,1544,24,20,4776,15264,7,2,2792,1544,26,20,21384,9528,0.52,0.51,0.45,0.41,0.31,0.32
5,0,1128,16,18,15,4968,4264,8,2,1928,328,8,4,680,776,0.39,0.33,0.33,0.28,0.22,0.22
13,8,5736,3624,18,15,9912,8248,11,6,872,1032,2,0,328,424,0.5,0.42,0.35,0.33,0.27,0.26
25,20,4008,3112,2,0,1064,344,25,20,19848,2344,15,10,1128,2664,0.42,0.36,0.35,0.34,0.25,0.24
13,8,4392,6456,7,2,5736,648,13,8,2024,120,13,7,7736,5992,0.48,0.47,0.4,0.32,0.27,0.28
20,18,3112,12216,20,18,17568,15264,18,14,4968,9144,22,19,17568,16416,0.64,0.62,0.52,0.5,0.38,0.38
20,18,13536,11064,11,6,7992,1128,26,20,29296,17568,15,12,6200,3240,0.64,0.55,0.4,0.4,0.33,0.33
7,2,4136,648,20,17,1544,3368,22,19,15264,5160,20,18,19848,2984,0.44,0.43,0.38,0.35,0.26,0.27
7,2,4584,208,24,20,27376,18336,13,7,4776,4584,13,7,1352,1928,0.65,0.44,0.35,0.34,0.3,0.29
18,15,9912,552,10,4,3496,3496,2,0,1096,840,19,17,15264,14688,0.59,0.45,0.42,0.37,0.31,0.3
25,20,27376,14112,6,1,1128,600,26,20,16992,11064,3,0,2728,376,0.58,0.52,0.38,0.38,0.31,0.31
4,0,3112,568,26,20,5544,15840,11,6,680,2280,7,2,5736,1736,0.53,0.44,0.41,0.36,0.29,0.29
18,15,7480,9144,15,10,552,3752,5,0,2728,1288,6,1,1128,344,0.49,0.46,0.38,0.33,0.28,0.28
6,1,2984,224,19,17,2856,14112,15,9,5160,1736,7,2,5736,1480,0.52,0.44,0.36,0.34,0.28,0.27
7,2,712,1480,15,9,12576,1544,2,0,1480,776,15,11,8504,6712,0.5,0.43,0.41,0.4,0.29,0.29
8,2,1928,376,13,7,5736,2472,20,17,9528,7992,19,17,3240,3624,0.47,0.38,0.37,0.33,0.26,0.26
26,20,17568,19080,18,14,5544,2280,11,6,680,4968,4,0,1288,776,0.63,0.45,0.4,0.38,0.31,0.3
13,8,3880,4968,19,17,16992,600,4,0,1128,1032,26,20,17568,10296,0.52,0.42,0.42,0.42,0.3,0.29
25,20,2280,9912,2,0,1864,488,5,0,1384,1128,8,4,6200,632,0.43,0.41,0.4,0.37,0.27,0.27
18,14,16416,6456,15,11,11064,2088,20,17,18336,3112,8,4,3112,488,0.48,0.44,0.39,0.34,0.27,0.27
22,19,8760,1800,10,4,4264,3624,18,15,13536,12960,20,18,376,2600,0.57,0.47,0.37,0.34,0.29,0.29
6,1,2984,224,15,12,9528,5992,15,11,13536,4968,7,2,4968,1736,0.48,0.48,0.45,0.33,0.29,0.29
15,12,14112,8248,11,6,7224,1352,13,8,7736,5544,4,0,1800,1288,0.56,0.48,0.45,0.4,0.32,0.31
7,2,4584,1544,13,7,9912,4264,7,2,2344,144,24,20,19848,17568,0.61,0.45,0.44,0.31,0.3,0.3
18,14,6456,9528,2,0,1544,968,24,20,9528,15264,18,15,3624,12216,0.55,0.53,0.5,0.45,0.34,0.34
3,0,1416,1000,25,20,11064,10680,13,7,7992,712,18,15,2984,12216,0.49,0.49,0.43,0.38,0.3,0.3
22,19,2792,12576,10,4,5352,840,13,8,1352,4968,13,7,9912,1320,0.48,0.41,0.39,0.39,0.28,0.28
15,12,6456,3240,13,8,10296,4776,15,12,5544,1192,3,0,2152,744,0.46,0.44,0.4,0.36,0.28,0.28
20,18,1544,632,10,4,7480,2344,22,19,14688,17568,8,4,256,2664,0.58,0.44,0.4,0.32,0.29,0.29
25,20,1736,16992,7,2,5992,1192,13,8,6968,1096,8,4,4968,3112,0.53,0.45,0.42,0.38,0.3,0.3
3,0,176,1000,2,0,1800,1000,5,0,4392,120,25,20,6200,3112,0.43,0.39,0.37,0.35,0.26,0.26
8,2,2664,1288,8,4,4584,2152,22,19,6456,10296,11,6,8248,4392,0.49,0.47,0.44,0.4,0.3,0.3
22,19,1864,17568,15,12,1128,4392,6,1,3752,1160,18,15,14688,9912,0.56,0.52,0.43,0.38,0.32,0.32
25,20,22152,3112,8,2,3752,1672,26,20,24496,18336,13,8,8760,5352,0.65,0.47,0.44,0.42,0.34,0.33
13,8,10680,1384,13,7,1352,2472,8,4,4008,1128,11,6,1032,3752,0.4,0.4,0.39,0.36,0.26,0.26
18,14,7224,6456,15,10,1128,2856,13,8,7736,4264,20,18,9912,968,0.44,0.43,0.39,0.36,0.27,0.27
22,19,1384,18336,6,1,1032,1416,15,11,6968,6712,11,6,5992,4008,0.54,0.5,0.45,0.43,0.32,0.32
13,7,11064,4584,2,0,1160,1032,15,11,2856,6712,2,0,2152,120,0.47,0.46,0.43,0.34,0.28,0.29
8,2,5352,1992,24,20,15840,10680,4,0,3496,1160,15,12,14112,2600,0.5,0.47,0.45,0.44,0.31,0.31
25,20,19848,10680,22,19,14112,17568,18,15,9144,3112,5,0,3496,152,0.59,0.54,0.4,0.35,0.31,0.31
3,0,256,1096,18,14,15840,10296,7,2,1800,744,15,11,12960,5160,0.56,0.49,0.41,0.37,0.31,0.3
20,18,7224,5160,15,9,11064,3496,15,9,8248,1736,18,14,9912,9912,0.53,0.42,0.42,0.38,0.29,0.29
6,1,1032,24,5,0,2280,288,3,0,2856,88,15,10,2280,6712,0.45,0.36,0.35,0.28,0.24,0.24
15,10,8760,6712,5,0,1736,1320,20,18,8248,4968,19,17,7992,13536,0.57,0.48,0.44,0.43,0.32,0.32
19,17,696,12960,25,20,1128,2792,15,12,14112,6968,5,0,504,424,0.53,0.49,0.35,0.34,0.29,0.29
4,0,1128,712,15,9,8760,5992,22,19,17568,15264,10,4,3112,904,0.6,0.46,0.42,0.37,0.31,0.3
6,1,3496,1288,15,10,13536,3496,18,15,1608,14112,15,9,1736,2216,0.53,0.44,0.44,0.36,0.3,0.3
18,15,9144,1736,13,8,11064,5544,11,6,7992,1128,24,20,19848,4392,0.49,0.43,0.39,0.39,0.29,0.28
15,12,5544,776,24,20,20616,2792,25,20,27376,14688,6,1,3368,1736,0.61,0.44,0.43,0.36,0.31,0.3
2,0,872,288,18,15,15264,7992,3,0,2152,872,15,12,1128,6200,0.53,0.43,0.42,0.35,0.29,0.29
5,0,144,32,7,2,3112,568,11,6,4264,3368,20,17,6200,7224,0.43,0.41,0.37,0.27,0.25,0.25
15,12,2856,176,22,19,18336,16416,10,4,3624,3496,24,20,11832,4776,0.61,0.46,0.41,0.33,0.3,0.3
13,7,1352,328,3,0,2344,392,13,7,2280,5352,18,14,6200,6200,0.44,0.44,0.39,0.3,0.26,0.26
18,14,15840,11448,18,14,15840,4136,10,4,3752,1736,25,20,25456,14688,0.61,0.6,0.45,0.41,0.34,0.35
8,4,4264,2728,18,15,3624,12960,19,17,2536,4968,8,2,3112,872,0.53,0.45,0.39,0.38,0.29,0.29
20,17,1544,14688,18,15,7736,4584,20,18,16416,12576,8,2,5352,2024,0.59,0.52,0.48,0.42,0.34,0.34
7,2,6200,208,24,20,5992,12216,19,17,2536,7992,11,6,8504,3240,0.48,0.44,0.44,0.36,0.29,0.29
26,20,26416,11448,5,0,3752,1384,15,11,3752,8760,15,9,11448,1544,0.55,0.5,0.46,0.39,0.32,0.32
10,4,936,776,20,18,12960,4584,8,4,1672,1544,13,8,6712,968,0.43,0.37,0.36,0.32,0.25,0.25
15,9,4008,4264,2,0,648,776,26,20,12960,4776,18,15,2984,9528,0.47,0.42,0.4,0.4,0.28,0.28
3,0,968,16,10,4,5160,904,2,0,208,648,22,19,14112,9144,0.48,0.39,0.38,0.28,0.25,0.25
6,1,1736,936,2,0,1384,1160,10,4,3752,1416,20,17,17568,4584,0.44,0.44,0.41,0.39,0.28,0.28
19,17,2152,10680,6,1,3368,1224,5,0,424,328,26,20,13536,19080,0.6,0.46,0.43,0.34,0.3,0.3
18,14,7992,10296,26,20,584,1992,6,1,4008,424,20,18,7480,2600,0.52,0.39,0.38,0.34,0.27,0.27
15,12,8504,776,7,2,712,1288,5,0,2280,1032,11,6,4968,2792,0.42,0.41,0.39,0.37,0.27,0.27
2,0,568,1096,15,11,1992,2088,20,18,19080,11448,13,8,8760,2984,0.56,0.42,0.42,0.35,0.29,0.29
24,20,25456,19080,8,2,2664,1064,18,14,15840,2024,15,11,8504,3112,0.64,0.43,0.4,0.4,0.32,0.3
25,20,1736,14112,19,17,2536,5736,18,15,10680,3752,13,7,6712,2536,0.49,0.41,0.4,0.39,0.28,0.28
8,2,5352,1384,8,2,1256,1160,5,0,2984,1032,2,0,32,1288,0.43,0.42,0.41,0.39,0.27,0.28
22,19,2792,17568,15,10,7224,7480,22,19,440,12216,25,20,4584,1160,0.54,0.52,0.46,0.35,0.31,0.32
18,14,6200,1800,15,9,2280,616,22,19,15264,1800,24,20,20616,13536,0.56,0.41,0.37,0.32,0.28,0.27
25,20,17568,7224,20,18,10680,11832,25,20,7480,1544,6,1,1224,1672,0.55,0.47,0.41,0.36,0.3,0.3
15,12,12960,2408,18,14,2280,4392,26,20,29296,2344,13,8,3880,6200,0.47,0.45,0.42,0.37,0.29,0.29
3,0,2408,208,7,2,5992,1800,26,20,26416,9912,4,0,2216,536,0.53,0.44,0.4,0.36,0.29,0.29
11,6,5992,2984,5,0,3752,256,25,20,20616,14112,2,0,328,744,0.58,0.42,0.4,0.37,0.3,0.29
20,18,14112,2600,15,10,1992,7224,22,19,18336,11064,25,20,9144,1992,0.55,0.47,0.43,0.38,0.31,0.3
15,11,8248,5160,11,6,3752,4584,25,20,1736,8760,20,17,18336,12960,0.61,0.47,0.46,0.43,0.33,0.32
15,12,11064,8760,11,6,3880,256,15,12,12960,7992,20,17,3624,14688,0.57,0.55,0.53,0.33,0.32,0.33
13,7,2728,2088,15,10,552,5992,7,2,3112,176,15,12,4264,5352,0.42,0.42,0.36,0.33,0.25,0.26
18,14,1288,10680,15,10,7992,7224,22,19,15264,4008,8,4,5160,408,0.5,0.48,0.44,0.36,0.3,0.3
13,7,8248,1480,6,1,2088,1608,19,17,10296,7736,13,8,4776,4584,0.48,0.45,0.42,0.39,0.29,0.29
22,19,22920,17568,15,9,4968,4264,11,6,4968,1992,18,14,5544,6712,0.64,0.45,0.4,0.39,0.32,0.31
24,20,10296,10680,25,20,9912,19080,11,6,2984,1032,11,6,7992,2728,0.59,0.48,0.44,0.35,0.31,0.31
15,12,5736,2024,15,10,1416,1256,15,11,12216,5736,15,9,11448,3496,0.49,0.41,0.38,0.33,0.27,0.27
2,0,144,1256,22,19,3752,3624,13,7,6200,4392,4,0,2984,568,0.43,0.41,0.4,0.36,0.27,0.27
20,17,18336,8760,18,15,8760,6968,18,15,968,11064,7,2,4776,1800,0.53,0.48,0.47,0.46,0.33,0.32
15,9,7736,5736,15,9,12960,7992,3,0,1416,712,20,17,14112,7224,0.52,0.48,0.46,0.42,0.31,0.31
25,20,17568,3624,20,17,5992,1544,15,9,12216,456,19,17,17568,4968,0.46,0.42,0.37,0.35,0.27,0.27
15,12,5544,6968,3,0,2216,1032,8,4,6968,1544,18,15,1288,11448,0.48,0.46,0.45,0.42,0.3,0.3
15,12,7992,3240,15,11,12216,2088,15,10,11832,2024,10,4,2664,1288,0.42,0.41,0.4,0.37,0.27,0.27
15,9,552,2856,7,2,5736,1544,6,1,2472,1224,18,15,9528,5544,0.44,0.43,0.4,0.35,0.27,0.27
25,20,3496,1160,6,1,1032,24,8,4,5736,1352,2,0,1928,936,0.43,0.41,0.33,0.27,0.24,0.24
11,6,5352,5160,15,12,5160,376,6,1,2600,1160,7,2,5736,616,0.46,0.42,0.39,0.34,0.27,0.27
15,9,12576,1256,22,19,16416,8248,19,17,3240,6456,25,20,12960,11064,0.5,0.5,0.4,0.39,0.3,0.3
13,8,8760,3112,13,8,3624,4584,5,0,504,808,13,8,4968,4968,0.44,0.42,0.42,0.39,0.28,0.28
13,7,10680,584,15,10,6200,1864,11,6,680,1992,26,20,27376,7992,0.51,0.37,0.37,0.36,0.27,0.26
26,20,9144,14112,18,14,328,9144,13,7,2024,2664,11,6,8248,4584,0.54,0.5,0.46,0.38,0.31,0.31
18,14,10680,4136,20,18,15840,8760,8,2,968,2216,20,18,18336,6712,0.52,0.49,0.43,0.43,0.31,0.31
5,0,3368,1128,20,18,11448,15840,5,0,3752,176,2,0,776,968,0.58,0.44,0.41,0.36,0.3,0.3
15,10,6968,6712,7,2,3752,744,15,10,1992,5544,8,2,5736,1256,0.49,0.44,0.43,0.39,0.29,0.29
6,1,2792,1224,10,4,2856,2088,5,0,2024,840,13,7,2984,2792,0.41,0.41,0.4,0.38,0.27,0.27
15,11,1992,2472,13,8,1128,4584,11,6,3112,1736,2,0,840,904,0.41,0.4,0.37,0.36,0.26,0.26
3,0,744,120,2,0,1320,1160,7,2,1608,2024,18,15,3880,1416,0.43,0.43,0.34,0.29,0.25,0.25
3,0,2856,744,24,20,3752,1992,10,4,5160,1928,11,6,2984,3624,0.42,0.41,0.41,0.34,0.26,0.27
2,0,1544,680,13,8,5544,5992,7,2,1480,840,20,17,5992,13536,0.54,0.47,0.42,0.38,0.3,0.3
26,20,14688,7480,8,2,536,1928,13,7,3880,4584,13,7,6200,2792,0.49,0.43,0.42,0.4,0.29,0.29
24,20,5992,12216,5,0,1864,1160,15,11,7480,1544,10,4,3624,1800,0.48,0.42,0.4,0.37,0.28,0.28
13,8,5736,5736,15,9,840,1256,15,11,1736,7480,15,11,256,1032,0.46,0.46,0.32,0.31,0.26,0.26
15,10,9144,7992,18,15,15264,1992,24,20,9144,5992,13,7,6712,5992,0.51,0.48,0.44,0.42,0.31,0.31
15,12,13536,376,13,8,8760,120,15,10,10296,4008,6,1,2280,1736,0.44,0.43,0.4,0.34,0.27,0.27
19,17,6200,6712,19,17,5160,10296,15,10,4968,4392,4,0,776,224,0.5,0.42,0.4,0.32,0.27,0.27
13,8,9528,3112,10,4,1544,2728,13,7,2984,4584,15,9,552,1864,0.43,0.42,0.41,0.33,0.26,0.27
