mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_5,cpu_6,cpu_7
19,17,15264,3624,15,9,4968,5160,7,2,1320,776,18,14,9528,8504,0.5,0.45,0.43,0.38,0.29,0.29
20,18,7992,13536,7,2,5352,840,18,14,5992,11448,24,20,8504,19080,0.58,0.56,0.52,0.42,0.34,0.35
22,19,17568,13536,13,7,8760,5544,15,12,9912,776,26,20,6712,17568,0.59,0.57,0.49,0.39,0.34,0.34
25,20,22152,11064,2,0,648,456,13,8,9912,4008,15,9,5160,6712,0.55,0.47,0.44,0.36,0.3,0.3
15,10,13536,1544,8,4,2088,3624,4,0,1736,808,20,17,3624,1544,0.43,0.41,0.4,0.35,0.26,0.27
13,8,6456,2216,7,2,4968,872,20,18,5544,14112,19,17,14688,5736,0.55,0.46,0.41,0.39,0.3,0.3
10,4,2664,2216,15,11,6200,8248,20,18,10680,8760,25,20,11064,19080,0.6,0.52,0.51,0.4,0.34,0.34
2,0,568,1224,8,2,536,1992,13,8,3240,2792,15,11,12960,5736,0.5,0.42,0.42,0.38,0.29,0.29
24,20,12576,19080,20,18,14112,8504,8,2,4264,296,20,18,2344,5992,0.59,0.51,0.4,0.35,0.31,0.31
15,9,12216,6456,13,7,5352,2472,19,17,11448,13536,7,2,4136,1000,0.58,0.5,0.42,0.4,0.32,0.31
3,0,2216,392,25,20,6968,9144,2,0,328,288,18,15,14688,4584,0.45,0.45,0.38,0.32,0.26,0.27
15,11,9912,6200,19,17,14112,11832,15,11,13536,2280,24,20,520,2344,0.56,0.49,0.41,0.34,0.3,0.3
19,17,5160,10296,13,7,208,3368,22,19,18336,6200,15,10,7224,456,0.49,0.48,0.37,0.35,0.28,0.28
4,0,840,488,10,4,6456,2280,20,17,14112,7224,15,10,4264,6968,0.48,0.47,0.45,0.38,0.29,0.3
8,2,5160,2216,11,6,4584,2728,13,8,10296,536,13,8,8248,4968,0.47,0.47,0.41,0.38,0.29,0.29
24,20,23688,15264,8,2,1256,2088,22,19,11448,14112,6,1,5160,424,0.6,0.56,0.43,0.39,0.33,0.33
10,4,5544,2152,22,19,5992,18336,20,17,17568,9912,15,11,10296,3496,0.56,0.55,0.44,0.43,0.33,0.33
25,20,7480,2344,26,20,7224,14688,24,20,6968,17568,3,0,2856,1128,0.56,0.52,0.44,0.37,0.31,0.32
4,0,488,536,19,17,16416,4264,15,12,11064,3624,7,2,4584,776,0.45,0.42,0.4,0.36,0.27,0.27
11,6,1928,2472,15,12,7224,4264,25,20,25456,11448,3,0,1256,88,0.56,0.43,0.38,0.31,0.28,0.28
18,15,5544,9528,24,20,520,10296,15,9,2280,2344,19,17,4008,10296,0.48,0.47,0.43,0.35,0.29,0.29
20,18,4008,2280,5,0,72,1192,15,12,5992,584,15,11,9912,1928,0.41,0.4,0.35,0.35,0.25,0.25
5,0,2216,16,3,0,504,1000,22,19,18336,4392,26,20,25456,9528,0.53,0.44,0.41,0.3,0.28,0.28
20,18,10296,3880,15,12,14112,6968,4,0,3496,968,20,17,9528,6456,0.52,0.46,0.45,0.41,0.31,0.31
13,8,9912,6712,22,19,12216,12216,25,20,25456,11448,20,17,19080,10296,0.56,0.56,0.53,0.52,0.36,0.36
18,14,9144,10680,2,0,1800,712,15,12,552,4776,6,1,392,600,0.52,0.44,0.4,0.37,0.29,0.29
4,0,2600,1256,19,17,12960,11832,20,17,376,4264,8,2,5544,1800,0.56,0.45,0.45,0.37,0.31,0.3
5,0,1928,16,8,2,4392,472,13,8,9144,1800,4,0,3624,344,0.4,0.38,0.37,0.29,0.24,0.24
4,0,3496,16,10,4,136,2344,15,10,7992,2216,18,14,9912,10680,0.53,0.39,0.38,0.34,0.28,0.27
10,4,456,1864,18,15,3880,10680,20,17,6200,13536,20,18,4776,12216,0.55,0.51,0.51,0.38,0.32,0.33
11,6,7224,176,20,17,14688,3368,8,2,3752,424,25,20,7992,17568,0.55,0.42,0.36,0.34,0.28,0.28
8,2,4392,176,18,14,12576,5160,2,0,776,32,15,9,7480,616,0.44,0.34,0.33,0.29,0.24,0.23
10,4,1416,488,8,4,1096,488,15,10,12576,5544,19,17,5160,600,0.47,0.34,0.32,0.31,0.24,0.24
8,2,6712,1480,19,17,16416,10680,15,10,11064,3112,11,6,4264,2408,0.56,0.44,0.43,0.4,0.31,0.3
5,0,1544,840,2,0,1160,16,6,1,328,744,8,2,2664,1384,0.4,0.39,0.37,0.29,0.24,0.24
24,20,23688,8760,6,1,4264,328,26,20,11064,5544,15,10,1416,5160,0.51,0.43,0.41,0.37,0.29,0.29
24,20,27376,1992,15,11,12216,4392,6,1,3624,144,24,20,2152,11832,0.45,0.44,0.44,0.34,0.28,0.28
5,0,1128,968,10,4,4968,328,20,18,1160,15840,15,12,13536,8760,0.56,0.52,0.42,0.35,0.31,0.31
10,4,7480,1352,25,20,15840,4008,8,4,4968,1192,26,20,14112,13536,0.53,0.42,0.4,0.4,0.3,0.29
20,18,5160,1288,13,8,10680,4392,20,18,11064,13536,8,4,2984,1864,0.58,0.46,0.4,0.35,0.3,0.3
15,11,11064,504,18,14,7736,5736,10,4,1096,632,6,1,4584,1160,0.44,0.43,0.37,0.33,0.26,0.26
8,2,6200,296,7,2,2664,2216,15,11,9912,6712,13,7,5736,4584,0.51,0.44,0.43,0.38,0.29,0.29
15,9,12576,2216,25,20,12216,376,15,11,10296,3752,13,7,9912,4776,0.47,0.44,0.4,0.37,0.28,0.28
2,0,1096,456,8,4,536,328,3,0,2408,648,3,0,680,288,0.42,0.37,0.34,0.29,0.24,0.23
15,11,7480,8248,24,20,3752,16416,22,19,16992,15264,8,4,1384,1352,0.61,0.55,0.51,0.37,0.34,0.34
20,17,14112,4264,15,12,3752,4008,8,2,1800,1800,3,0,2024,1000,0.44,0.43,0.42,0.4,0.28,0.28
25,20,19848,16416,20,17,15264,4264,8,2,5544,32,3,0,1800,600,0.6,0.44,0.41,0.33,0.3,0.29
26,20,25456,376,22,19,21384,4008,26,20,28336,18336,19,17,8760,6456,0.64,0.45,0.45,0.43,0.33,0.32
8,2,968,1672,15,10,9912,6456,18,14,328,4392,24,20,16992,10296,0.52,0.52,0.4,0.36,0.3,0.3
10,4,7480,3496,4,0,1000,424,19,17,1064,13536,18,15,4968,13536,0.54,0.51,0.49,0.36,0.31,0.32
18,15,328,6200,8,2,3880,968,25,20,16992,10680,4,0,1288,16,0.51,0.4,0.38,0.29,0.26,0.26
20,17,3112,11832,13,8,5992,3880,8,4,2216,776,24,20,22152,7992,0.51,0.49,0.42,0.34,0.29,0.3
8,4,1256,696,8,4,5544,1608,5,0,224,968,10,4,2216,2152,0.41,0.4,0.4,0.33,0.25,0.26
5,0,144,120,19,17,16992,14688,20,17,11832,2728,25,20,2280,15264,0.6,0.51,0.41,0.29,0.3,0.3
2,0,296,1000,18,14,968,9528,7,2,5992,72,26,20,584,4392,0.45,0.41,0.35,0.34,0.26,0.26
10,4,7736,2600,20,18,15264,14688,20,17,8248,1544,25,20,28336,2344,0.6,0.45,0.45,0.38,0.32,0.31
20,18,5992,11064,13,7,2024,5160,13,8,8760,4584,13,8,9912,680,0.5,0.47,0.42,0.38,0.29,0.29
19,17,14688,12216,2,0,328,840,25,20,14688,1992,26,20,26416,15264,0.61,0.56,0.41,0.4,0.33,0.33
15,9,6968,2856,19,17,336,14688,18,14,15264,9912,3,0,2088,904,0.57,0.51,0.45,0.39,0.32,0.32
15,11,8504,2280,4,0,2408,488,10,4,7224,3496,4,0,1064,456,0.47,0.4,0.39,0.36,0.27,0.27
13,8,904,5160,5,0,1128,1352,25,20,6968,4008,25,20,4008,6712,0.43,0.41,0.4,0.39,0.27,0.27
15,11,8504,5352,20,18,15840,4968,8,4,2344,840,5,0,2088,288,0.46,0.46,0.35,0.34,0.27,0.27
25,20,11064,14112,6,1,2984,24,8,4,2344,1352,5,0,1128,120,0.53,0.37,0.31,0.31,0.26,0.25
15,9,7480,1736,2,0,376,1032,13,8,7736,2664,19,17,8760,7992,0.47,0.41,0.4,0.37,0.27,0.27
26,20,9912,8248,4,0,2600,1384,8,2,1544,1480,13,8,904,2344,0.45,0.44,0.4,0.34,0.27,0.27
22,19,9144,8248,18,14,1928,10680,8,4,120,2152,8,4,2664,3624,0.49,0.46,0.45,0.39,0.3,0.3
10,4,7480,1480,6,1,5160,936,8,2,2216,2088,10,4,4392,632,0.43,0.42,0.41,0.36,0.27,0.27
24,20,520,17568,18,14,9144,3880,19,17,17568,9528,5,0,3368,120,0.55,0.52,0.41,0.35,0.3,0.31
18,15,12960,11832,13,8,440,6200,15,10,9912,3368,18,14,6200,6712,0.58,0.45,0.45,0.43,0.32,0.32
8,2,6712,2024,2,0,2216,1256,8,2,4584,1416,15,10,4008,936,0.46,0.46,0.43,0.33,0.28,0.28
5,0,2792,328,22,19,10680,6456,11,6,1736,1736,20,18,10296,7992,0.47,0.44,0.37,0.36,0.27,0.27
8,4,4968,1000,22,19,14688,1416,18,14,10296,2280,22,19,15264,6456,0.45,0.4,0.39,0.37,0.27,0.27
22,19,10296,4008,18,15,13536,11064,7,2,2216,1736,11,6,6200,3368,0.56,0.45,0.43,0.42,0.31,0.31
15,9,3112,776,8,4,6456,1928,10,4,136,1864,22,19,10680,14688,0.56,0.42,0.38,0.32,0.28,0.28
2,0,1384,16,8,4,1096,776,24,20,5352,11064,2,0,1928,1192,0.45,0.44,0.33,0.31,0.26,0.26
11,6,3496,1224,4,0,776,488,20,17,4008,15264,8,4,2792,1000,0.53,0.37,0.36,0.36,0.28,0.27
13,8,7736,120,6,1,1672,376,4,0,3624,648,13,8,3624,3240,0.41,0.39,0.34,0.34,0.25,0.25
22,19,440,17568,18,15,10680,4264,2,0,1192,536,15,10,12960,1864,0.53,0.42,0.4,0.39,0.29,0.29
4,0,904,904,20,17,776,10296,13,7,11448,2984,5,0,3112,840,0.46,0.43,0.42,0.4,0.28,0.28
26,20,9144,776,4,0,1800,208,20,18,6712,15840,24,20,16992,10680,0.54,0.52,0.36,0.33,0.29,0.29
8,4,3240,2984,15,11,256,7736,25,20,24496,11832,7,2,5352,1736,0.56,0.47,0.45,0.44,0.32,0.32
8,4,2536,488,8,2,6968,144,2,0,2152,808,26,20,4968,5992,0.43,0.4,0.35,0.32,0.25,0.25
15,9,5544,3752,20,18,18336,14112,20,17,19080,10296,13,7,10680,840,0.62,0.57,0.41,0.4,0.33,0.33
10,4,3368,1352,22,19,2792,5352,13,8,10296,4392,13,7,6712,4584,0.46,0.43,0.39,0.38,0.27,0.27
10,4,6712,2728,10,4,6456,904,20,17,5160,14112,11,6,2664,4584,0.55,0.45,0.45,0.39,0.31,0.31
2,0,1992,1192,15,9,12216,4264,8,2,6712,1000,8,4,5992,3624,0.48,0.45,0.44,0.43,0.3,0.3
24,20,11832,19080,6,1,504,744,5,0,224,1160,5,0,3112,288,0.57,0.41,0.38,0.37,0.29,0.28
18,14,12216,5352,8,4,6456,1128,10,4,936,488,7,2,5544,2088,0.46,0.44,0.4,0.32,0.27,0.27
10,4,3112,3368,22,19,11064,6456,19,17,696,2152,3,0,2152,936,0.45,0.43,0.43,0.33,0.27,0.28
20,18,17568,1928,4,0,1064,456,3,0,616,1064,18,15,12960,1128,0.41,0.4,0.39,0.37,0.26,0.26
2,0,2088,392,13,8,7480,3752,24,20,7992,5992,15,10,7736,6200,0.48,0.42,0.42,0.39,0.29,0.28
15,10,1736,5160,24,20,10680,18336,15,11,11064,3112,22,19,20616,10680,0.58,0.55,0.43,0.42,0.33,0.33
5,0,3112,1224,5,0,4008,176,15,10,14112,5352,20,18,16416,968,0.48,0.45,0.41,0.35,0.28,0.28
20,17,15840,2472,15,10,2600,2024,11,6,2792,328,25,20,19848,11448,0.55,0.42,0.34,0.31,0.27,0.27
24,20,22920,376,26,20,19080,13536,20,17,15264,14112,5,0,2216,600,0.6,0.58,0.41,0.39,0.33,0.33
13,8,2280,680,8,4,1800,208,8,2,808,840,15,12,12960,1000,0.4,0.35,0.31,0.3,0.23,0.23
15,9,9144,1416,2,0,176,424,13,7,5352,4264,8,4,4968,2856,0.46,0.43,0.38,0.35,0.27,0.27
13,7,3368,3368,2,0,296,256,22,19,15840,4008,15,9,11832,4392,0.44,0.44,0.39,0.33,0.26,0.27
5,0,144,1000,13,7,3240,4008,15,9,9912,6200,2,0,1864,1384,0.48,0.46,0.42,0.41,0.29,0.29
15,12,9144,2408,19,17,696,8760,26,20,28336,9528,10,4,2664,3496,0.54,0.46,0.42,0.4,0.31,0.3
8,4,968,1992,6,1,600,1544,7,2,1096,696,25,20,7992,5992,0.41,0.4,0.39,0.35,0.26,0.26
5,0,4136,808,18,14,9528,12216,8,2,6200,1480,22,19,14688,16416,0.61,0.57,0.45,0.44,0.34,0.34
7,2,2536,936,26,20,29296,10680,8,4,1384,1544,24,20,1064,14112,0.55,0.48,0.38,0.37,0.3,0.29
18,14,4264,5160,24,20,11448,9528,20,18,19080,968,25,20,16992,1160,0.47,0.42,0.4,0.4,0.28,0.28
10,4,4136,840,15,9,3112,1416,26,20,14688,8760,3,0,392,568,0.47,0.37,0.37,0.33,0.26,0.25
4,0,488,1128,15,12,5544,6456,8,4,2216,2280,8,2,4584,648,0.45,0.42,0.39,0.38,0.27,0.27
4,0,2984,120,3,0,1544,648,13,8,1128,392,20,18,14112,7480,0.48,0.4,0.34,0.31,0.26,0.25
20,17,1544,1800,15,9,8504,1096,20,17,14112,11832,10,4,2024,1928,0.56,0.38,0.38,0.33,0.28,0.27
8,4,5992,2728,13,7,11064,1672,15,11,9912,2984,11,6,144,2728,0.47,0.41,0.41,0.37,0.28,0.28
15,12,2600,2600,15,9,256,296,22,19,904,1416,10,4,6968,632,0.38,0.36,0.32,0.29,0.22,0.22
15,12,4584,8760,2,0,2024,1032,25,20,9912,11448,18,14,4968,3624,0.51,0.51,0.44,0.4,0.31,0.31
8,2,6968,744,5,0,4008,776,10,4,6712,3112,13,7,2280,2984,0.46,0.43,0.42,0.38,0.28,0.28
19,17,14688,6200,8,4,6200,3496,15,12,7480,6712,10,4,4136,1800,0.5,0.48,0.47,0.41,0.31,0.31
19,17,12960,9528,5,0,3496,1256,22,19,20616,9528,15,11,2600,680,0.54,0.53,0.45,0.32,0.3,0.31
15,9,12960,4136,10,4,5160,488,15,12,12960,7736,4,0,2216,56,0.54,0.44,0.36,0.32,0.28,0.28
11,6,7992,392,22,19,22152,14688,18,15,4968,8248,24,20,6968,11064,0.61,0.47,0.45,0.36,0.32,0.31
8,4,2088,1800,6,1,392,344,15,10,840,776,15,9,11832,2216,0.39,0.38,0.32,0.3,0.23,0.23
7,2,4776,616,20,17,12960,3112,13,8,7224,4776,20,18,4392,5160,0.43,0.42,0.4,0.38,0.27,0.27
4,0,552,1096,24,20,26416,8760,15,10,8248,4008,6,1,1544,904,0.51,0.43,0.41,0.4,0.29,0.29
15,9,6968,6200,8,2,3624,32,18,15,14112,12576,24,20,1064,4776,0.58,0.46,0.36,0.31,0.29,0.28
19,17,2536,10296,2,0,1320,344,24,20,12576,776,13,8,2728,4264,0.46,0.39,0.37,0.36,0.27,0.26
18,14,15264,11448,19,17,2536,9144,5,0,328,648,15,12,9912,176,0.57,0.43,0.38,0.37,0.3,0.29
22,19,20616,5160,13,8,7736,120,15,10,1736,6712,20,18,16992,15840,0.62,0.47,0.46,0.36,0.32,0.32
18,15,7480,4264,20,18,9912,14688,22,19,14688,11064,13,7,7736,1672,0.58,0.54,0.41,0.39,0.32,0.32
13,8,680,4264,8,2,5736,872,8,2,968,1160,19,17,16416,11832,0.57,0.41,0.39,0.39,0.3,0.29
8,2,1928,840,20,18,7480,9144,19,17,10296,9144,15,9,11064,2216,0.5,0.48,0.4,0.38,0.29,0.29
20,18,4392,12216,6,1,1736,1384,13,7,4776,2984,15,10,14112,3496,0.5,0.44,0.43,0.39,0.29,0.29
15,10,11064,2984,3,0,2664,1288,15,10,11832,2024,15,9,5544,3368,0.46,0.42,0.41,0.38,0.28,0.28
6,1,1128,808,11,6,1928,3368,15,11,4968,5352,22,19,5992,3624,0.44,0.39,0.39,0.39,0.27,0.27
3,0,968,712,25,20,24496,17568,25,20,15264,16416,6,1,1992,1672,0.64,0.58,0.44,0.41,0.34,0.34
24,20,4264,8760,22,19,20616,2152,8,4,4008,3240,11,6,7736,4968,0.48,0.45,0.44,0.43,0.3,0.3
22,19,4136,5352,2,0,2152,1032,25,20,17568,8760,11,6,6968,4776,0.48,0.48,0.45,0.39,0.3,0.3
10,4,2344,3496,10,4,7224,56,11,6,504,600,15,11,7992,5736,0.47,0.44,0.35,0.31,0.26,0.26
26,20,6712,6712,8,2,1384,1544,25,20,24496,11448,4,0,1288,1032,0.55,0.42,0.42,0.4,0.3,0.29
10,4,7736,328,3,0,1800,1256,8,4,1544,3112,18,15,1608,11064,0.47,0.46,0.43,0.37,0.29,0.29
15,12,11064,9144,13,8,4968,4968,15,9,4968,5736,4,0,776,120,0.55,0.46,0.45,0.3,0.29,0.29
10,4,1096,2728,3,0,2664,1000,15,9,7224,296,13,8,6456,5160,0.46,0.44,0.42,0.35,0.28,0.28
24,20,5992,17568,7,2,3240,1800,4,0,1352,392,18,14,12960,3624,0.55,0.44,0.43,0.36,0.3,0.29
24,20,14112,2792,8,2,5160,1608,18,15,2600,11064,13,8,4584,3624,0.49,0.43,0.42,0.41,0.29,0.29
8,2,5544,1384,18,14,2600,6200,8,4,4584,1480,15,10,11064,2536,0.42,0.42,0.41,0.4,0.28,0.28
13,8,10680,6200,18,14,11448,9912,20,17,11064,14112,26,20,26416,11448,0.6,0.59,0.55,0.5,0.37,0.37
15,9,3752,7480,20,17,18336,7224,15,10,4264,936,6,1,2792,744,0.5,0.45,0.41,0.33,0.28,0.28
8,4,3624,2472,25,20,8504,14112,11,6,2984,176,25,20,6200,16992,0.56,0.52,0.43,0.31,0.3,0.31
15,12,1992,1192,20,18,2344,14688,7,2,5352,2152,19,17,16416,3368,0.53,0.47,0.45,0.33,0.29,0.3
22,19,22152,15840,15,11,4584,7992,15,9,11064,2984,8,4,5352,1128,0.63,0.51,0.41,0.41,0.33,0.32
15,12,13536,6456,7,2,4968,72,10,4,7480,2856,26,20,20616,16416,0.6,0.5,0.47,0.34,0.32,0.32
3,0,2536,288,26,20,25456,9144,8,2,5160,1160,18,14,5992,2280,0.53,0.42,0.37,0.37,0.29,0.28
6,1,4008,1128,11,6,328,1032,13,7,8760,4392,19,17,13536,12960,0.58,0.45,0.43,0.32,0.3,0.3
13,7,6968,5352,26,20,25456,4776,18,14,4584,1544,8,4,4968,776,0.48,0.46,0.37,0.35,0.28,0.28
15,12,6200,584,6,1,1352,1160,10,4,6968,408,4,0,408,1128,0.42,0.39,0.36,0.35,0.25,0.25
25,20,16992,15840,5,0,1928,1384,19,17,16992,5160,24,20,24496,8760,0.58,0.52,0.46,0.45,0.34,0.33
20,18,11064,3880,7,2,472,2216,22,19,10296,15840,8,4,6712,1192,0.57,0.43,0.42,0.41,0.31,0.3
10,4,5160,2792,6,1,2792,224,18,14,8504,8248,2,0,1256,1160,0.48,0.44,0.44,0.34,0.28,0.29
8,4,5544,120,26,20,7992,15840,26,20,1192,376,7,2,712,1800,0.56,0.41,0.34,0.31,0.27,0.26
18,15,1288,5160,25,20,2856,16992,18,15,14688,2856,2,0,568,776,0.54,0.42,0.39,0.38,0.29,0.28
2,0,2216,16,3,0,808,568,18,15,328,6968,15,10,7224,3496,0.4,0.4,0.38,0.33,0.25,0.25
15,9,3752,3624,8,4,3496,488,11,6,5352,3112,20,18,10680,11448,0.53,0.42,0.39,0.35,0.28,0.28
4,0,2728,680,26,20,19848,15840,20,18,11832,2280,15,9,11832,6712,0.6,0.49,0.42,0.41,0.32,0.32
8,2,2536,2088,22,19,8248,1064,8,2,6712,1800,10,4,6712,1128,0.46,0.43,0.4,0.35,0.27,0.27
2,0,1288,152,6,1,4584,1416,8,2,4584,1384,20,17,3112,9144,0.45,0.45,0.43,0.33,0.28,0.27
5,0,4392,16,5,0,4136,16,24,20,4776,17568,18,14,2600,9528,0.55,0.48,0.33,0.33,0.28,0.28
8,4,680,840,25,20,16992,19848,15,9,4968,1096,8,2,3368,208,0.59,0.35,0.33,0.32,0.27,0.26
8,2,5992,1800,20,17,17568,9528,22,19,8248,12960,22,19,440,2536,0.55,0.53,0.45,0.34,0.31,0.31
18,14,13536,9528,6,1,712,1384,26,20,14112,19080,18,15,14112,3752,0.6,0.54,0.45,0.42,0.33,0.33
7,2,224,1192,10,4,4392,3496,8,4,1672,2152,6,1,4776,600,0.45,0.42,0.39,0.38,0.28,0.27
18,14,11064,9528,20,18,10680,16416,24,20,19848,12960,8,2,5544,1544,0.59,0.56,0.55,0.45,0.36,0.36
2,0,1416,904,3,0,616,392,3,0,1256,536,6,1,1992,776,0.43,0.38,0.38,0.35,0.26,0.25
6,1,4584,1160,2,0,696,1224,20,18,11448,2984,22,19,2344,6712,0.44,0.42,0.41,0.4,0.28,0.28
15,9,3112,4392,8,4,4264,488,20,18,12576,3880,8,2,5736,520,0.42,0.39,0.38,0.35,0.26,0.26
2,0,1800,968,10,4,4968,3112,13,8,5352,2664,15,12,6200,1608,0.45,0.44,0.39,0.37,0.27,0.28
19,17,15840,8248,19,17,12576,8504,20,17,1544,3368,24,20,23688,376,0.52,0.48,0.43,0.35,0.29,0.3
22,19,4136,2856,19,17,6712,15264,8,4,2344,408,2,0,1800,456,0.55,0.4,0.36,0.32,0.27,0.27
3,0,1864,1032,15,11,10680,144,11,6,5544,176,2,0,648,1192,0.43,0.43,0.37,0.32,0.26,0.26
15,10,12960,5352,26,20,12216,2344,20,17,5160,11448,13,8,4584,1384,0.49,0.49,0.4,0.36,0.29,0.29
3,0,1864,1256,2,0,840,1384,10,4,5992,56,3,0,2152,1256,0.45,0.44,0.41,0.33,0.27,0.28
25,20,27376,19080,24,20,5992,15840,6,1,3624,1384,8,4,6968,1800,0.64,0.53,0.44,0.43,0.34,0.34
7,2,3112,1416,4,0,1352,152,26,20,15264,7992,8,2,2536,256,0.47,0.41,0.32,0.32,0.25,0.25
24,20,10680,3112,24,20,1608,11832,24,20,3240,12576,13,8,6712,5160,0.48,0.46,0.45,0.41,0.3,0.3
13,8,9912,2344,3,0,1928,616,2,0,568,1224,15,12,14112,5736,0.49,0.43,0.42,0.41,0.29,0.29
6,1,5160,424,15,12,4584,7736,20,18,7224,6200,3,0,2536,1032,0.48,0.44,0.43,0.38,0.29,0.29
20,17,15264,1224,7,2,6200,776,8,4,5160,2856,24,20,12960,14112,0.54,0.46,0.4,0.4,0.3,0.3
10,4,5160,904,3,0,2088,904,13,8,6712,4264,19,17,15840,5544,0.47,0.44,0.42,0.39,0.29,0.29
18,14,14688,9528,20,18,1544,14688,2,0,424,288,4,0,3496,1000,0.53,0.52,0.44,0.34,0.3,0.31
15,10,11064,2664,20,17,7480,904,18,15,12576,4968,18,15,13536,10296,0.54,0.46,0.42,0.36,0.3,0.3
18,14,12960,2856,2,0,1928,808,20,18,8760,8504,7,2,5544,1928,0.48,0.46,0.42,0.42,0.3,0.3
10,4,7736,1864,8,4,808,208,18,15,14112,5992,10,4,4392,2280,0.48,0.43,0.42,0.3,0.27,0.27
20,17,19080,3112,20,17,1160,2472,20,17,15264,12216,3,0,1800,1032,0.58,0.44,0.43,0.34,0.3,0.3
6,1,2728,1192,15,11,8248,4968,15,9,3752,5544,22,19,15840,9144,0.51,0.45,0.43,0.42,0.3,0.3
24,20,1608,10296,18,15,5160,9912,4,0,2152,176,10,4,4136,696,0.49,0.44,0.36,0.33,0.27,0.27
6,1,256,1544,22,19,10296,10680,15,12,4584,3240,20,17,10680,14688,0.58,0.5,0.42,0.38,0.31,0.31
11,6,8760,2728,3,0,504,376,18,14,7224,10680,20,18,11832,12960,0.57,0.52,0.44,0.35,0.31,0.32
18,15,10680,10296,15,9,12960,936,20,18,5992,14688,8,2,5544,208,0.55,0.53,0.39,0.35,0.3,0.3
10,4,1256,1800,6,1,392,24,6,1,4008,904,10,4,6968,1992,0.43,0.41,0.37,0.27,0.24,0.25
15,11,10296,2088,7,2,2472,936,26,20,29296,14112,7,2,4008,2088,0.6,0.44,0.41,0.38,0.31,0.3
18,14,11832,6968,18,14,1928,9912,20,17,12216,12960,13,8,4968,2344,0.59,0.49,0.49,0.39,0.33,0.33
6,1,4136,56,13,7,2024,4968,20,17,7992,2728,8,2,4968,1544,0.43,0.41,0.39,0.34,0.26,0.26
13,8,8760,5544,26,20,19848,17568,15,11,11064,6712,25,20,15264,2344,0.63,0.51,0.47,0.42,0.34,0.34
15,9,9912,4264,13,7,6456,3752,13,8,7480,4264,15,11,11064,1544,0.43,0.43,0.42,0.4,0.28,0.28
2,0,744,504,6,1,4264,1608,15,9,552,6712,18,15,1928,4584,0.47,0.44,0.38,0.37,0.28,0.28
18,14,13536,11448,15,10,12960,5736,15,9,6456,1416,22,19,18336,16992,0.63,0.58,0.5,0.36,0.34,0.35
18,15,12960,1128,13,7,4776,4136,24,20,10296,18336,15,11,4008,7224,0.57,0.48,0.43,0.4,0.32,0.31
8,2,4968,1736,15,11,5736,2088,8,4,120,208,2,0,296,568,0.44,0.38,0.37,0.28,0.25,0.25
25,20,25456,17568,15,10,13536,7224,8,4,808,1000,15,10,5544,1416,0.64,0.52,0.37,0.36,0.32,0.31
8,4,4968,632,15,9,840,5160,6,1,2792,344,13,7,6200,2792,0.41,0.4,0.37,0.34,0.25,0.25
18,14,14688,1800,19,17,4776,8760,10,4,1256,696,4,0,3496,1352,0.47,0.46,0.41,0.33,0.28,0.28
15,11,14112,144,24,20,2152,19080,11,6,2984,1480,3,0,40,120,0.53,0.38,0.36,0.28,0.26,0.26
20,18,6200,12960,15,12,5736,7480,13,7,8760,5160,20,18,11448,13536,0.59,0.55,0.5,0.47,0.35,0.35
18,14,14112,10296,26,20,11064,776,19,17,11064,15264,15,9,12960,136,0.57,0.54,0.38,0.37,0.31,0.31
8,4,2664,2984,10,4,4136,1800,13,8,2280,6712,10,4,6968,1192,0.46,0.41,0.4,0.4,0.28,0.28
7,2,4008,1928,25,20,24496,11448,5,0,3752,504,13,8,6712,5544,0.55,0.47,0.45,0.42,0.32,0.31
3,0,1256,208,24,20,4264,7480,15,12,10296,8760,15,9,10296,136,0.54,0.41,0.36,0.33,0.28,0.27
8,2,3240,2216,19,17,13536,9912,15,12,3752,176,5,0,1672,376,0.51,0.44,0.35,0.33,0.28,0.27
15,10,4584,4392,13,7,1352,3240,22,19,19848,6456,2,0,520,840,0.49,0.41,0.4,0.38,0.28,0.28
13,8,11064,5352,15,12,6200,7736,18,14,6712,8504,26,20,12216,3624,0.51,0.49,0.48,0.43,0.32,0.32
15,9,840,7224,7,2,5736,744,13,8,4776,5352,15,12,8760,1800,0.46,0.44,0.42,0.4,0.29,0.29
15,12,10296,7224,22,19,16992,13536,18,15,8760,10296,18,14,9912,8760,0.58,0.53,0.52,0.51,0.36,0.35
25,20,4008,19080,15,12,1992,3240,7,2,1096,568,19,17,2536,8504,0.55,0.44,0.37,0.35,0.29,0.28
15,12,2856,2792,13,7,1800,2344,18,15,8504,12216,22,19,18336,5736,0.55,0.47,0.38,0.36,0.29,0.29
8,2,6968,840,22,19,4136,5736,18,14,9528,12960,8,4,2216,1480,0.55,0.41,0.4,0.38,0.3,0.29
6,1,3752,712,6,1,1128,256,25,20,17568,18336,15,12,8248,4392,0.61,0.43,0.4,0.32,0.3,0.29
