mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_1
4,0,2280,1096,0.61
6,1,2408,88,0.55
13,8,2984,1800,0.53
18,14,10296,488,0.49
8,2,2664,1864,0.67
11,6,4776,1992,0.66
11,6,1384,2216,0.58
2,0,840,840,0.53
18,15,968,11832,0.69
4,0,2216,1256,0.71
24,20,14688,3112,0.51
4,0,1064,1096,0.72
24,20,19848,6200,0.64
26,20,9912,16416,0.68
13,8,2280,256,0.49
8,4,5992,2280,0.61
22,19,20616,1064,0.62
6,1,3624,1480,0.66
15,10,6456,7992,0.62
13,7,9144,3880,0.73
6,1,3496,776,0.62
19,17,7480,12216,0.72
3,0,2216,536,0.73
15,9,12216,5544,0.56
13,7,6456,104,0.63
15,10,2600,5736,0.55
25,20,16992,5544,0.54
5,0,4264,1064,0.55
15,9,552,1416,0.58
18,14,7992,5352,0.59
5,0,2344,224,0.61
15,12,3496,2600,0.64
22,19,1864,1064,0.6
3,0,2024,504,0.59
3,0,1736,392,0.61
8,4,4968,56,0.49
13,7,1352,3624,0.6
24,20,19080,17568,0.74
11,6,4264,392,0.53
20,18,3624,12576,0.75
24,20,7480,1544,0.67
13,8,3240,4968,0.52
18,14,8760,10296,0.67
10,4,3496,56,0.49
8,4,392,3240,0.56
6,1,1352,376,0.73
13,8,2472,4008,0.6
2,0,1096,968,0.52
25,20,8504,5992,0.63
8,4,1544,1992,0.58
8,4,4584,2152,0.57
24,20,520,7224,0.52
8,2,2216,376,0.6
8,4,2984,2728,0.7
4,0,1736,1064,0.68
15,11,1992,7480,0.57
24,20,22152,9528,0.69
15,9,7224,2536,0.68
13,7,3368,1800,0.49
10,4,6200,1192,0.58
2,0,1096,224,0.65
15,11,4968,3368,0.54
13,7,2280,584,0.54
13,8,3240,6456,0.69
22,19,22152,2536,0.58
20,17,13536,2472,0.55
11,6,4392,2280,0.72
11,6,680,4136,0.54
8,2,5544,424,0.56
8,2,3880,176,0.61
15,11,4264,8504,0.62
2,0,1928,872,0.69
19,17,5736,2472,0.64
4,0,2792,1032,0.58
13,8,1608,3496,0.66
2,0,1544,1032,0.71
7,2,3752,1544,0.51
8,4,4584,1352,0.72
26,20,22152,19848,0.77
10,4,776,2344,0.72
3,0,2088,504,0.66
2,0,1800,904,0.69
3,0,1384,56,0.71
10,4,5736,2152,0.54
20,17,12216,10296,0.63
4,0,1544,712,0.57
22,19,12576,4008,0.7
4,0,1064,776,0.63
25,20,16416,5992,0.75
20,17,11832,3368,0.57
26,20,29296,12216,0.7
15,11,13536,2088,0.69
15,11,13536,504,0.64
15,12,5544,176,0.54
26,20,19080,12960,0.66
8,2,4584,1320,0.74
19,17,9528,14688,0.69
25,20,1128,12216,0.56
6,1,5160,1736,0.59
13,8,6712,256,0.62
7,2,2216,2152,0.6
13,8,8504,5736,0.78
20,18,15264,4968,0.55
22,19,19848,14112,0.72
2,0,32,1224,0.62
22,19,3752,3240,0.55
11,6,2664,2472,0.59
18,15,3624,12576,0.66
5,0,4008,776,0.62
18,15,1608,12576,0.73
11,6,6200,2792,0.55
4,0,2344,968,0.66
4,0,1928,1032,0.55
6,1,1224,1480,0.54
26,20,29296,15264,0.75
11,6,8760,2984,0.56
15,11,7224,5736,0.71
7,2,472,2216,0.52
2,0,1992,1384,0.55
26,20,26416,12960,0.68
15,12,9528,9912,0.66
4,0,552,32,0.6
5,0,3112,376,0.77
19,17,10680,3112,0.75
15,12,5160,6456,0.57
13,7,2984,4776,0.61
15,9,12960,3752,0.56
20,18,9144,9912,0.77
26,20,12960,776,0.6
18,14,11064,2536,0.56
24,20,5352,7480,0.54
8,4,5736,2408,0.53
25,20,6200,4776,0.7
5,0,2792,56,0.6
20,17,14688,9144,0.65
13,8,2024,256,0.7
25,20,24496,4392,0.69
25,20,9144,16416,0.66
15,11,4264,4264,0.51
6,1,1032,224,0.56
7,2,3368,2216,0.67
13,8,4392,3112,0.72
18,14,14112,744,0.62
22,19,8760,12576,0.73
13,8,1128,5544,0.68
15,11,3112,7480,0.67
11,6,6200,1480,0.59
8,2,6200,1288,0.61
2,0,1096,1256,0.6
24,20,15840,1160,0.6
10,4,3624,840,0.54
15,9,4008,5736,0.59
18,15,1288,1736,0.46
2,0,424,16,0.56
2,0,424,152,0.55
20,17,4776,6712,0.7
15,12,11448,9528,0.67
3,0,1864,536,0.67
20,17,18336,12216,0.74
8,4,120,2984,0.67
11,6,3752,5160,0.55
10,4,2536,1608,0.58
15,9,6968,2664,0.48
4,0,1544,1256,0.74
15,9,6200,2856,0.66
6,1,1864,1256,0.65
19,17,7992,2728,0.57
8,2,1256,2024,0.68
7,2,2344,776,0.59
2,0,2216,1384,0.56
7,2,1672,520,0.55
26,20,14688,2792,0.54
25,20,14112,9144,0.6
6,1,808,1416,0.62
15,12,4968,2216,0.74
19,17,2536,10296,0.56
15,11,3496,7224,0.59
18,14,8504,11448,0.64
18,14,7992,8504,0.6
8,2,4968,1736,0.59
13,8,3624,4968,0.6
18,14,4584,8504,0.57
18,14,5992,10296,0.69
8,2,3752,744,0.66
22,19,19848,6712,0.56
3,0,1608,376,0.7
11,6,3752,712,0.61
4,0,3368,808,0.6
26,20,28336,10680,0.71
18,15,4584,7736,0.62
13,8,10680,1544,0.7
24,20,22920,9528,0.71
5,0,1864,1320,0.52
8,4,120,408,0.69
18,14,9144,3624,0.52
18,15,9912,1736,0.51
18,14,3880,2024,0.7
2,0,1064,288,0.68
15,12,4968,776,0.57
7,2,1608,696,0.56
8,4,5992,256,0.61
18,14,9912,1544,0.69
5,0,2216,648,0.74
8,2,2664,696,0.65
4,0,2280,936,0.63
5,0,1544,504,0.71
11,6,680,3752,0.51
8,2,120,424,0.74
8,2,3624,1672,0.68
20,17,15264,13536,0.72
7,2,4584,2152,0.56
3,0,1864,120,0.64
18,15,6456,5736,0.69
2,0,176,208,0.56
15,11,1128,7480,0.57
18,15,3880,13536,0.69
24,20,20616,19080,0.76
8,4,2792,3496,0.58
6,1,2472,1288,0.56
5,0,2664,1032,0.66
19,17,2856,6200,0.62
4,0,208,152,0.54
8,2,3880,1544,0.68
11,6,3496,328,0.62
2,0,472,1352,0.57
20,17,7480,9144,0.59
24,20,9144,7992,0.72
26,20,6712,17568,0.7
19,17,2536,5160,0.7
15,12,11448,6456,0.61
8,4,6456,3112,0.64
15,12,9144,9912,0.65
6,1,1992,1128,0.52
7,2,3880,872,0.59
13,7,4392,3368,0.66
15,10,1992,7224,0.6
15,10,9528,3112,0.59
11,6,5736,256,0.74
11,6,2792,4264,0.53
13,8,9528,5544,0.58
25,20,19848,14688,0.72
10,4,7480,2984,0.56
15,9,12576,3752,0.51
7,2,3752,256,0.65
25,20,14688,15264,0.69
11,6,6456,2984,0.73
13,8,4776,5544,0.73
6,1,4392,744,0.66
7,2,5992,424,0.61
8,2,6456,176,0.57
11,6,5160,176,0.69
20,18,3112,1928,0.51
10,4,3368,2984,0.55
24,20,16992,7224,0.62
5,0,3112,840,0.59
2,0,208,504,0.56
15,12,10296,7736,0.69
20,17,10680,5544,0.58
15,9,4264,4776,0.6
25,20,14688,3112,0.53
7,2,104,2152,0.56
24,20,4264,776,0.72
20,18,15840,11064,0.67
13,8,3880,3240,0.61
22,19,12576,13536,0.67
11,6,7224,2408,0.63
13,8,6712,1800,0.56
11,6,4776,3496,0.63
4,0,2472,568,0.63
18,15,6712,5160,0.65
15,12,3496,5352,0.8
13,8,5736,1256,0.58
18,14,11832,6712,0.58
13,8,3368,2216,0.64
20,17,3624,3368,0.51
13,7,680,5352,0.58
20,18,3624,1928,0.63
20,17,7480,4008,0.53
3,0,1608,176,0.73
25,20,5160,4776,0.57
13,8,680,2344,0.61
20,18,10296,8760,0.67
26,20,22920,6200,0.57
7,2,5736,1800,0.6
15,12,6200,5544,0.72
18,14,11064,12216,0.67
15,12,6200,7224,0.59
18,15,12216,8248,0.68
20,18,5544,14688,0.73
7,2,328,936,0.67
18,15,7480,11448,0.73
2,0,2216,56,0.62
2,0,1192,1096,0.71
22,19,13536,16416,0.72
18,15,12216,5160,0.6
22,19,3752,336,0.53
24,20,19080,10680,0.73
19,17,4008,15264,0.66
5,0,2728,568,0.53
8,2,3112,1064,0.52
13,7,9144,3624,0.67
10,4,3752,2600,0.61
8,2,1256,1288,0.74
4,0,1992,120,0.68
25,20,25456,9528,0.63
10,4,6712,632,0.56
24,20,23688,4392,0.58
25,20,10296,5544,0.76
22,19,12960,5352,0.7
24,20,18336,11064,0.63
15,9,13536,1864,0.54
15,12,12216,3240,0.73
8,2,6456,472,0.6
8,4,256,408,0.57
5,0,2536,1352,0.58
18,15,2280,12960,0.73
15,9,5992,2216,0.7
15,12,2856,2792,0.67
7,2,584,176,0.59
24,20,6968,9144,0.58
2,0,968,504,0.6
11,6,3112,2280,0.57
26,20,11064,8760,0.59
22,19,19080,13536,0.73
8,4,1384,2984,0.56
8,4,4584,1000,0.64
18,14,14688,7736,0.61
25,20,25456,14688,0.71
15,9,5160,4136,0.65
8,2,4968,256,0.66
25,20,6200,4392,0.65
20,17,12960,6200,0.62
26,20,19848,19848,0.78
8,2,3624,1096,0.59
25,20,18336,2344,0.57
20,18,11448,10680,0.63
3,0,2472,32,0.71
5,0,1128,968,0.62
18,14,12576,9144,0.65
18,15,5160,552,0.54
18,14,9912,12216,0.68
4,0,3496,1256,0.72
15,9,10296,1544,0.56
8,4,5544,1064,0.67
4,0,2984,1256,0.57
13,8,4968,1256,0.68
15,10,14112,1096,0.65
15,9,12960,5736,0.63
15,12,9912,1608,0.7
6,1,4392,1224,0.57
13,8,4136,3880,0.49
26,20,1800,9528,0.58
2,0,872,1064,0.59
15,10,6968,6200,0.72
8,2,4968,2152,0.56
26,20,28336,3624,0.59
19,17,7480,9144,0.57
18,14,10680,4136,0.56
25,20,3496,16416,0.63
18,14,8760,488,0.71
7,2,4968,424,0.7
2,0,1864,120,0.68
15,9,256,1864,0.76
18,14,9144,8760,0.62
24,20,21384,10296,0.62
5,0,4264,256,0.53
13,7,4392,2984,0.55
20,17,9528,280,0.59
6,1,3752,520,0.54
3,0,2088,328,0.69
18,14,9144,7992,0.59
15,9,7736,296,0.55
18,14,5160,10680,0.61
3,0,328,1032,0.6
19,17,4008,4584,0.67
26,20,21384,7224,0.59
22,19,10296,2536,0.66
18,14,13536,2280,0.64
26,20,25456,4008,0.59
15,10,6456,136,0.52
15,9,6968,6968,0.65
15,12,13536,8504,0.67
5,0,4008,712,0.61
2,0,72,1096,0.65
15,10,4584,6200,0.56
7,2,1224,328,0.6
2,0,2216,680,0.59
8,4,3496,328,0.48
24,20,16992,2792,0.59
11,6,4008,2792,0.55
4,0,2216,32,0.8
22,19,1384,4392,0.69
2,0,776,776,0.63
18,14,4968,11064,0.6
20,18,18336,15840,0.75
11,6,5352,712,0.57
24,20,27376,3624,0.65
8,2,1384,1320,0.55
18,15,12216,14112,0.7
8,2,120,176,0.67
4,0,2088,1224,0.69
6,1,2408,176,0.64
10,4,136,3112,0.76
10,4,296,3112,0.53
20,17,17568,5544,0.65
25,20,1736,16416,0.64
8,4,2344,2792,0.61
4,0,2216,1256,0.69
13,7,1608,4776,0.54
13,8,9912,1256,0.66
15,10,11448,5352,0.71
13,7,7992,5992,0.57
26,20,28336,8760,0.65
20,18,1160,3240,0.53
15,12,5544,2984,0.69
13,7,6712,3368,0.59
8,4,6200,632,0.64
8,4,3240,2792,0.68
18,15,2600,11448,0.7
15,11,9912,3368,0.58
20,18,3112,11448,0.64
2,0,1992,536,0.59
4,0,696,1192,0.65
24,20,4264,13536,0.74
4,0,2600,504,0.53
13,7,3240,5160,0.54
8,2,1384,296,0.57
18,15,3624,13536,0.7
25,20,552,376,0.51
5,0,3368,16,0.65
8,2,5736,72,0.53
15,12,2280,2792,0.55
5,0,1384,1224,0.71
3,0,808,1288,0.75
24,20,7992,6712,0.53
13,7,6456,3240,0.53
15,9,9144,4584,0.63
26,20,1800,14688,0.67
5,0,3112,152,0.52
15,12,4968,4968,0.58
13,8,6712,6200,0.71
15,10,11832,5736,0.59
18,15,4264,14112,0.65
15,10,9912,7992,0.64
15,12,6200,9144,0.66
3,0,2472,1320,0.59
18,15,7224,6456,0.72
15,9,12216,616,0.76
4,0,2984,152,0.63
4,0,488,88,0.6
15,11,5992,8504,0.65
8,2,4392,176,0.77
7,2,1928,376,0.57
15,10,2280,3752,0.68
10,4,6968,1064,0.57
8,2,1800,1928,0.73
22,19,16992,9528,0.67
24,20,1064,13536,0.62
22,19,6968,16416,0.66
15,9,2856,5736,0.67
15,12,3752,5352,0.56
5,0,72,1032,0.73
10,4,4584,3496,0.69
13,8,3880,120,0.57
4,0,2280,600,0.65
4,0,2088,872,0.67
6,1,3624,1192,0.65
13,7,6456,5992,0.61
3,0,1032,328,0.59
8,4,6712,408,0.75
6,1,4264,1416,0.56
20,18,19080,15264,0.74
25,20,4008,7992,0.53
3,0,104,1288,0.49
13,7,1800,5992,0.53
18,14,13536,4392,0.66
7,2,6200,1928,0.68
2,0,1096,16,0.66
4,0,328,776,0.66
15,9,13536,5544,0.69
2,0,1800,808,0.69
3,0,1800,1224,0.66
13,8,4136,2536,0.65
7,2,2216,1160,0.58
22,19,16992,2856,0.62
18,14,632,1000,0.61
11,6,7480,5160,0.63
4,0,1000,904,0.51
20,18,19848,14688,0.76
20,17,776,12960,0.62
5,0,224,1352,0.59
19,17,15264,5544,0.64
15,9,9528,5160,0.61
13,8,11064,3496,0.62
19,17,17568,3624,0.55
18,15,10296,13536,0.69
4,0,208,1224,0.64
25,20,12960,11448,0.63
18,15,632,5736,0.54
8,2,1384,1992,0.55
15,11,10680,5544,0.56
13,8,2728,2536,0.56
26,20,12960,12216,0.63
8,4,3368,2280,0.6
19,17,1800,8248,0.51
22,19,8248,336,0.6
20,18,15264,3240,0.66
13,8,9912,4392,0.58
13,7,10680,1096,0.65
25,20,21384,7480,0.65
3,0,208,1224,0.75
18,15,6456,13536,0.65
18,15,14688,10680,0.7
13,8,440,3240,0.72
4,0,3624,648,0.51
19,17,17568,9144,0.65
18,15,6712,2600,0.71
11,6,6712,4136,0.68
11,6,2280,2984,0.61
26,20,19848,15840,0.73
13,7,7224,4584,0.57
20,18,13536,3624,0.69
15,9,4584,4584,0.6
20,18,5992,8760,0.56
7,2,5736,2088,0.57
18,15,6200,14112,0.82
19,17,9912,15264,0.7
15,9,12960,136,0.5
8,4,1672,1000,0.69
10,4,3624,1480,0.62
20,17,8248,11448,0.67
2,0,1672,16,0.76
6,1,2280,808,0.7
19,17,18336,1800,0.55
6,1,3752,1032,0.62
15,10,5160,6712,0.73
15,10,552,7480,0.56
5,0,3496,616,0.53
20,18,376,11832,0.55
3,0,1608,1160,0.65
15,10,12960,1736,0.65
10,4,7736,1928,0.54
6,1,2472,224,0.57
26,20,9144,4392,0.54
26,20,1800,3112,0.56
24,20,1608,19848,0.64
22,19,9912,7480,0.64
24,20,520,16416,0.61
7,2,5992,32,0.45
18,15,5160,2600,0.65
3,0,1160,568,0.75
18,15,9528,12576,0.67
20,17,1544,15264,0.63
8,4,392,1416,0.57
8,4,5544,1128,0.74
26,20,15264,15264,0.68
11,6,1736,2408,0.77
24,20,4776,5160,0.59
20,18,18336,6456,0.59
13,7,6456,5544,0.68
3,0,2600,328,0.54
3,0,2216,1032,0.73
8,2,2088,1320,0.65
10,4,7480,1128,0.62
18,15,15840,5544,0.65
15,12,1992,9144,0.59
22,19,8248,12960,0.63
24,20,19080,9528,0.67
26,20,20616,4392,0.59
15,11,11832,2792,0.6
8,4,6456,1928,0.57
11,6,6200,4776,0.67
7,2,5352,648,0.7
24,20,19080,17568,0.73
11,6,7224,2088,0.59
3,0,1224,176,0.57
20,17,6712,8760,0.66
22,19,17568,15840,0.73
10,4,936,1928,0.6
15,9,12960,6200,0.6
15,10,256,2664,0.47
6,1,712,1608,0.64
15,11,9912,1544,0.56
24,20,1064,1992,0.58
8,2,1096,2216,0.75
6,1,4584,600,0.49
18,15,15264,11064,0.68
19,17,10680,13536,0.68
7,2,224,1064,0.65
18,15,14688,12216,0.75
24,20,12576,19080,0.71
19,17,16992,2728,0.63
6,1,4136,1608,0.68
3,0,104,1160,0.56
6,1,4968,968,0.71
5,0,1928,616,0.65
25,20,12576,6200,0.74
13,7,3880,3752,0.67
22,19,19848,17568,0.76
13,7,5544,2664,0.55
18,15,5544,1736,0.69
2,0,2216,648,0.58
26,20,26416,376,0.72
15,12,6968,4968,0.7
20,18,9528,12216,0.67
10,4,2216,3112,0.75
25,20,15264,8248,0.62
26,20,2408,15264,0.69
15,9,5544,7224,0.58
6,1,2728,1416,0.76
11,6,4968,2472,0.6
25,20,15264,16416,0.77
18,14,13536,2856,0.69
7,2,4584,1256,0.58
18,15,7992,12960,0.66
25,20,24496,776,0.69
8,4,5992,408,0.56
25,20,5736,5992,0.52
24,20,18336,15840,0.73
18,14,14688,4392,0.59
6,1,2984,600,0.6
8,4,536,2408,0.53
11,6,4776,5160,0.55
18,14,10680,3880,0.63
26,20,25456,19080,0.79
15,12,12960,2600,0.63
24,20,1608,8248,0.54
25,20,20616,16416,0.73
24,20,9144,15264,0.79
25,20,11448,12216,0.62
2,0,1000,744,0.6
15,10,12216,5352,0.76
5,0,1864,1064,0.67
6,1,1672,936,0.54
15,10,840,4584,0.61
2,0,1544,536,0.53
19,17,2536,12960,0.72
10,4,6456,632,0.58
6,1,4968,1544,0.56
15,11,8760,144,0.63
15,12,1416,776,0.66
3,0,1032,712,0.56
13,7,8760,2344,0.64
11,6,4008,2984,0.59
3,0,176,176,0.59
19,17,1416,2728,0.65
8,2,2664,1544,0.65
6,1,504,1608,0.55
15,9,5992,4584,0.61
4,0,2664,840,0.64
15,10,14112,6968,0.63
13,8,1800,4008,0.66
15,10,256,2216,0.65
10,4,7480,2344,0.62
7,2,3368,1608,0.68
19,17,13536,10296,0.63
8,2,6456,1800,0.57
7,2,5160,520,0.67
2,0,936,32,0.53
19,17,18336,4968,0.65
13,7,7736,1800,0.67
20,18,14112,9912,0.64
3,0,1992,600,0.55
19,17,1416,10680,0.65
15,9,6456,4264,0.54
4,0,1192,1352,0.64
8,4,3496,2728,0.64
8,4,2536,1480,0.5
7,2,1608,1416,0.58
13,8,9528,6200,0.7
8,4,392,2600,0.62
13,7,440,4008,0.6
25,20,5736,8248,0.63
25,20,6968,15264,0.64
7,2,1800,936,0.63
26,20,28336,16416,0.78
3,0,1032,488,0.7
15,10,12576,1096,0.63
7,2,4392,520,0.73
8,4,3112,1352,0.59
13,7,2024,5352,0.74
15,10,6456,456,0.58
15,10,10680,3624,0.63
13,7,4584,328,0.69
18,14,9528,3368,0.54
26,20,20616,5544,0.6
15,9,1736,6200,0.64
5,0,2216,176,0.63
10,4,7736,1544,0.67
18,15,13536,2856,0.57
26,20,12960,776,0.61
20,18,12960,11448,0.68
5,0,4008,872,0.62
18,15,5544,7736,0.57
20,18,5544,328,0.65
5,0,2984,616,0.76
20,17,3624,10680,0.58
5,0,3368,56,0.55
8,2,6200,744,0.62
3,0,808,120,0.6
5,0,2280,208,0.56
15,11,13536,5160,0.66
24,20,24496,6200,0.63
26,20,26416,15840,0.75
7,2,2984,520,0.56
18,15,328,12216,0.71
13,8,2984,3368,0.63
20,18,16416,15840,0.75
3,0,1032,376,0.53
15,9,7736,2024,0.56
8,2,1096,2088,0.61
8,2,1384,1288,0.64
2,0,1800,88,0.66
7,2,4968,144,0.48
25,20,8504,15840,0.65
18,14,14688,11448,0.71
19,17,10296,10296,0.62
15,10,5736,6712,0.61
5,0,1480,1064,0.62
8,2,120,744,0.74
26,20,4968,7224,0.61
15,10,9912,1736,0.58
5,0,2792,424,0.7
15,9,14112,3752,0.6
26,20,12216,6200,0.66
7,2,5736,1288,0.56
7,2,4776,1800,0.55
10,4,6456,488,0.63
18,15,2600,2600,0.67
15,9,11448,6968,0.6
18,15,6456,9912,0.59
26,20,13536,15840,0.69
8,2,4264,2216,0.55
26,20,14112,14112,0.68
15,11,5992,872,0.64
5,0,2728,1064,0.64
20,18,19080,11448,0.67
18,15,15840,2856,0.65
22,19,19080,1416,0.75
19,17,3624,9144,0.68
25,20,24496,9912,0.65
20,17,3624,7736,0.74
2,0,568,488,0.59
26,20,18336,7992,0.63
19,17,8248,1224,0.6
5,0,2792,344,0.65
15,11,7992,6968,0.59
15,10,6456,5736,0.64
22,19,14688,3624,0.68
15,11,5160,1224,0.61
20,18,9528,3880,0.66
5,0,2664,536,0.54
26,20,9912,4008,0.56
18,14,11832,10296,0.66
15,12,3496,9912,0.67
19,17,16416,600,0.54
25,20,22920,376,0.5
8,4,392,1480,0.51
15,12,2856,2216,0.53
19,17,13536,2472,0.51
15,10,14112,2216,0.69
13,7,6712,5544,0.61
18,15,328,10296,0.77
8,4,4968,2280,0.56
20,17,12576,11832,0.68
15,11,1992,7992,0.68
3,0,1544,16,0.73
19,17,2152,9912,0.73
13,8,2728,2664,0.76
15,10,3496,1256,0.54
15,10,4008,5736,0.56
20,18,776,7480,0.75
15,11,11064,7224,0.65
8,2,5736,1544,0.59
19,17,8248,6712,0.52
8,4,2536,1480,0.51
15,10,5992,1096,0.58
13,8,5992,808,0.6
6,1,2600,344,0.67
3,0,104,680,0.61
4,0,2088,1128,0.72
22,19,1384,14688,0.59
15,12,6200,584,0.65
5,0,776,256,0.75
24,20,22920,13536,0.69
13,7,7224,3496,0.52
13,8,10680,6712,0.79
18,14,968,11064,0.6
26,20,19848,17568,0.75
8,2,2344,472,0.52
4,0,2792,648,0.79
8,4,5992,1128,0.7
6,1,256,1544,0.64
15,9,1992,2984,0.53
11,6,7480,4968,0.67
20,17,7992,14688,0.66
4,0,840,1352,0.63
10,4,6200,1192,0.76
8,4,120,256,0.47
20,18,6200,9912,0.67
26,20,5544,5160,0.71
20,17,10680,1800,0.54
8,2,3496,776,0.53
18,14,15840,12576,0.7
22,19,18336,16416,0.74
18,14,14688,12216,0.71
13,8,5736,4008,0.6
2,0,1096,1256,0.57
18,14,4584,12960,0.7
20,17,19080,904,0.66
19,17,1416,14688,0.63
19,17,7480,15264,0.69
15,10,5544,5160,0.58
15,9,3752,1736,0.7
15,10,9912,4392,0.59
19,17,16416,7992,0.77
8,4,536,256,0.48
18,15,9912,7480,0.72
15,11,10680,4008,0.54
19,17,6456,1544,0.6
8,2,3240,936,0.66
18,14,13536,11448,0.67
2,0,1096,1160,0.71
26,20,12216,15264,0.73
6,1,3368,520,0.58
6,1,4968,1352,0.75
24,20,11448,16992,0.74
18,15,15840,6456,0.62
20,17,6200,7224,0.67
20,18,3624,14688,0.64
4,0,2664,1288,0.73
8,4,968,1544,0.57
25,20,4008,1992,0.51
15,12,2280,8760,0.62
3,0,1416,120,0.59
10,4,1256,2792,0.69
15,10,6968,6712,0.57
15,10,6968,5736,0.66
8,2,6456,1416,0.75
8,2,5992,208,0.53
4,0,1992,568,0.51
18,14,1928,8248,0.55
3,0,904,1000,0.66
3,0,2216,208,0.57
13,8,6712,1544,0.56
20,17,2344,12576,0.74
10,4,4264,120,0.7
25,20,22152,11448,0.71
8,2,3496,1480,0.63
3,0,1800,392,0.56
15,9,12960,1864,0.73
25,20,7992,9912,0.6
20,17,12216,2152,0.55
15,11,14112,3496,0.53
6,1,4136,344,0.6
13,7,2728,1320,0.61
7,2,4264,616,0.61
15,12,11064,4264,0.54
11,6,6200,4264,0.56
13,8,8760,5992,0.59
24,20,11448,9528,0.7
13,7,1128,5736,0.68
20,18,16416,13536,0.78
10,4,5544,1608,0.67
5,0,2024,256,0.62
10,4,5544,2216,0.57
8,4,2088,1992,0.62
20,17,8248,6712,0.61
15,11,7992,5544,0.7
5,0,1384,328,0.56
13,7,11064,3752,0.7
18,14,5544,5160,0.71
25,20,21384,4008,0.71
15,9,7480,2536,0.52
15,10,5160,1096,0.69
11,6,6968,4136,0.65
11,6,1928,2280,0.75
4,0,1608,16,0.64
4,0,696,536,0.58
2,0,1672,208,0.68
13,7,11064,584,0.61
19,17,10296,12576,0.65
5,0,600,176,0.59
5,0,3112,1032,0.64
13,8,6712,968,0.49
15,9,11064,6200,0.59
7,2,328,1064,0.72
26,20,4968,8248,0.61
26,20,15840,2344,0.61
2,0,472,152,0.65
8,2,5992,1000,0.55
13,7,8504,104,0.54
26,20,26416,15264,0.76
15,9,7992,6200,0.56
6,1,3496,1416,0.52
10,4,2536,3112,0.56
20,18,4776,13536,0.64
2,0,648,1256,0.52
26,20,584,4008,0.56
20,18,11448,5992,0.54
20,17,19080,7736,0.61
25,20,25456,14112,0.71
7,2,4968,1928,0.55
2,0,424,936,0.74
19,17,4392,3624,0.6
19,17,16992,14688,0.72
2,0,1256,152,0.61
11,6,1928,4008,0.7
15,9,3112,6968,0.57
4,0,552,744,0.55
11,6,8760,712,0.52
3,0,1320,744,0.58
20,18,2792,4264,0.58
24,20,6968,10680,0.57
22,19,14112,3240,0.57
15,11,10296,3368,0.53
20,18,4392,2280,0.6
15,12,552,6200,0.7
18,15,11832,5160,0.54
4,0,1544,568,0.51
13,7,6968,1480,0.54
15,9,4968,4008,0.48
3,0,1608,424,0.63
26,20,15840,2792,0.69
13,7,440,1224,0.6
18,15,1608,8504,0.6
5,0,328,504,0.73
15,12,10680,1384,0.7
11,6,5736,5160,0.61
10,4,4136,408,0.54
8,4,6712,2984,0.72
10,4,4968,2088,0.56
5,0,1384,648,0.66
26,20,22152,19080,0.77
7,2,3368,32,0.67
18,14,14688,3880,0.66
20,18,19080,1608,0.6
7,2,1608,1416,0.48
8,2,6968,776,0.69
18,15,7992,2600,0.51
25,20,21384,4776,0.63
2,0,472,840,0.57
24,20,10296,11064,0.61
15,11,4264,7736,0.73
7,2,5352,872,0.55
6,1,2472,1480,0.55
15,9,7992,1096,0.53
19,17,5160,12216,0.62
26,20,4968,9912,0.61
26,20,2984,6200,0.59
24,20,6968,3112,0.55
22,19,22152,4008,0.7
10,4,4584,2216,0.56
15,11,4264,3368,0.58
10,4,5160,1480,0.67
10,4,4776,1928,0.68
11,6,4008,2472,0.6
5,0,1032,712,0.66
10,4,3752,2216,0.63
15,12,552,5992,0.7
22,19,4136,9144,0.55
20,17,5544,2152,0.75
7,2,968,256,0.71
11,6,8760,4776,0.63
6,1,4392,712,0.67
26,20,16992,19848,0.76
5,0,3112,256,0.64
20,18,5544,3880,0.56
20,17,3112,6200,0.7
15,12,2856,8760,0.59
2,0,1064,872,0.53
11,6,3752,4136,0.64
20,17,15264,7224,0.62
18,15,9528,5736,0.56
20,17,5160,2472,0.66
11,6,7992,1672,0.58
19,17,1416,15264,0.64
3,0,1320,1000,0.56
18,15,7224,12960,0.78
25,20,19848,19080,0.75
8,2,3752,1544,0.66
13,8,7992,5544,0.71
8,4,6456,632,0.58
19,17,17568,12216,0.71
26,20,28336,5992,0.68
15,10,10296,2216,0.55
3,0,568,1224,0.64
15,10,5992,3368,0.65
24,20,26416,15840,0.74
13,8,9912,2984,0.56
10,4,6712,2984,0.56
7,2,4136,1672,0.52
22,19,4136,8760,0.56
20,17,6200,15264,0.68
8,2,120,776,0.7
20,17,5544,8760,0.58
4,0,2728,968,0.7
2,0,616,376,0.68
18,14,2984,4584,0.66
6,1,2472,904,0.66
20,17,16416,11832,0.71
15,9,11832,1544,0.67
20,18,16992,9912,0.65
24,20,7480,14688,0.64
22,19,22152,4008,0.53
7,2,1928,2088,0.54
2,0,840,968,0.49
15,10,4968,4968,0.59
25,20,4008,19080,0.66
13,7,208,4136,0.65
13,7,680,4968,0.55
18,14,7224,9528,0.67
19,17,1416,6968,0.63
15,10,6200,5160,0.61
13,7,208,4968,0.58
8,4,2088,1128,0.55
25,20,7480,376,0.56
6,1,936,600,0.62
26,20,17568,776,0.69
5,0,600,88,0.6
15,11,8248,6712,0.59
19,17,6456,13536,0.65
