mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_1
15,9,9912,5736,0.6
11,6,4968,4776,0.56
13,7,440,4584,0.69
2,0,840,1352,0.71
8,2,2984,1160,0.59
26,20,11064,10680,0.58
15,9,7992,7736,0.69
6,1,600,1800,0.66
22,19,11064,18336,0.71
3,0,2408,224,0.6
10,4,6968,1352,0.57
8,4,3752,1544,0.66
7,2,2664,1288,0.53
20,17,12576,12216,0.68
24,20,24496,8248,0.61
15,9,8248,2536,0.56
22,19,14688,336,0.65
2,0,328,904,0.55
20,18,16416,7992,0.61
15,12,6200,1608,0.71
15,9,12960,2344,0.61
19,17,9528,12960,0.74
13,8,5544,2664,0.55
26,20,25456,14112,0.72
8,2,808,1672,0.58
18,14,14688,11448,0.69
15,9,13536,2856,0.67
10,4,1864,1736,0.66
18,14,14688,6200,0.58
18,15,9912,13536,0.68
7,2,4392,208,0.57
15,11,9912,6456,0.73
13,8,9528,2536,0.56
8,4,4392,1192,0.68
19,17,7992,11448,0.62
2,0,328,1096,0.72
18,14,632,3112,0.7
15,9,11832,616,0.52
6,1,808,1224,0.65
25,20,7480,9528,0.68
26,20,584,3624,0.55
20,17,17568,8760,0.63
19,17,5352,5160,0.67
15,9,12960,2024,0.69
15,12,256,3624,0.52
15,11,1416,5544,0.76
15,11,12960,4264,0.61
4,0,1416,776,0.65
6,1,2728,208,0.52
20,17,3624,6968,0.58
25,20,2280,776,0.6
22,19,7480,15840,0.66
13,7,7224,968,0.51
25,20,25456,7992,0.62
18,15,5160,8760,0.57
8,2,4968,1384,0.54
4,0,2408,1288,0.6
8,2,5160,1800,0.59
6,1,1736,1352,0.56
18,15,7992,9912,0.62
2,0,968,392,0.72
24,20,9528,12216,0.71
5,0,2728,1128,0.56
4,0,56,712,0.58
3,0,1320,504,0.55
4,0,552,504,0.64
13,8,1608,6200,0.58
15,10,12216,1256,0.62
8,2,3112,1416,0.55
15,12,11448,6712,0.68
6,1,4776,456,0.72
3,0,1736,680,0.57
6,1,808,1064,0.62
6,1,2728,1416,0.73
10,4,4264,2152,0.58
4,0,2600,1192,0.59
10,4,2344,2280,0.62
15,12,4264,7480,0.7
24,20,7480,18336,0.67
18,14,1928,3624,0.69
8,2,3624,1672,0.55
3,0,1928,88,0.52
13,8,2280,6712,0.58
6,1,3624,1544,0.72
13,8,1800,2984,0.52
15,12,7224,6200,0.62
15,11,552,6200,0.63
4,0,1480,88,0.56
13,8,208,3240,0.57
20,17,18336,6456,0.59
19,17,1064,9144,0.59
15,10,13536,7480,0.65
25,20,12216,11448,0.72
26,20,13536,19848,0.74
2,0,648,568,0.58
2,0,968,680,0.71
15,11,14112,7992,0.65
18,15,9912,12960,0.68
15,10,11448,6712,0.7
15,10,6200,1544,0.69
19,17,18336,3368,0.65
22,19,1384,9912,0.74
18,15,2280,7224,0.7
7,2,4968,472,0.72
19,17,18336,12216,0.71
6,1,808,376,0.74
6,1,4968,1352,0.66
18,15,6456,1416,0.7
11,6,2664,2408,0.57
20,18,1160,968,0.73
7,2,5352,520,0.71
7,2,1480,176,0.58
19,17,4392,9528,0.65
19,17,2152,15264,0.64
18,15,10680,1736,0.52
15,11,14112,3368,0.56
2,0,648,120,0.51
5,0,3752,744,0.56
4,0,3112,1352,0.64
8,4,3112,3240,0.76
10,4,1544,1128,0.63
5,0,1128,1032,0.49
15,12,7992,3496,0.7
8,4,4264,1608,0.56
2,0,1608,344,0.51
20,17,3112,11832,0.61
18,14,14688,1544,0.7
15,9,6456,7736,0.64
18,14,6712,4392,0.65
18,15,14688,9144,0.63
8,4,4584,632,0.51
3,0,40,504,0.65
15,9,14112,456,0.6
13,7,8760,2344,0.66
22,19,5992,1800,0.59
20,17,4008,3368,0.66
15,9,14112,3112,0.66
24,20,24496,14112,0.7
8,4,4008,1128,0.59
19,17,15264,7992,0.61
13,8,7992,4392,0.55
25,20,11448,11064,0.64
15,11,12960,5544,0.66
15,11,3752,504,0.57
15,11,11064,680,0.56
25,20,14112,17568,0.73
20,17,5544,1224,0.57
6,1,936,1480,0.57
19,17,696,10680,0.59
4,0,840,120,0.64
13,8,5544,6200,0.56
24,20,1608,4008,0.6
7,2,2344,1544,0.7
18,15,5544,840,0.54
18,15,968,10680,0.77
20,18,3624,15840,0.66
15,11,4584,8760,0.59
4,0,208,1000,0.57
3,0,1256,1352,0.7
11,6,1928,2728,0.54
25,20,1736,11832,0.73
24,20,27376,2344,0.6
4,0,1992,1160,0.67
25,20,5736,3112,0.58
8,4,4584,1480,0.56
3,0,440,376,0.56
7,2,3624,1384,0.56
19,17,16416,13536,0.72
20,18,11448,9144,0.62
5,0,600,16,0.64
8,4,536,1800,0.66
2,0,1736,1000,0.6
2,0,520,488,0.5
15,11,4584,2792,0.56
6,1,1736,1224,0.6
7,2,1928,1288,0.66
10,4,5352,3240,0.67
13,8,9144,1800,0.59
13,8,8760,120,0.58
3,0,504,1256,0.55
18,14,13536,9912,0.67
11,6,7480,3240,0.67
10,4,5544,696,0.63
15,11,1736,5544,0.73
24,20,1064,16416,0.62
8,2,5992,144,0.52
19,17,14112,13536,0.71
20,17,11448,14112,0.7
6,1,4968,24,0.65
13,8,2280,1800,0.68
5,0,1384,456,0.55
8,2,5160,1736,0.53
15,12,2280,6712,0.55
13,8,7224,3880,0.59
5,0,2280,1064,0.58
20,18,16416,9912,0.66
24,20,27376,376,0.56
18,14,4584,488,0.61
2,0,2088,16,0.6
20,18,1544,15264,0.69
6,1,1480,1000,0.56
18,15,9144,7480,0.64
2,0,296,344,0.58
15,10,11832,2856,0.53
8,4,6712,3240,0.56
19,17,11832,2728,0.63
15,10,11064,1544,0.61
15,12,256,9144,0.64
8,4,1800,2984,0.53
18,14,8760,12216,0.67
19,17,10680,10296,0.62
15,12,6968,9528,0.65
22,19,11064,5736,0.58
19,17,15840,1800,0.56
24,20,26416,11832,0.67
15,12,5992,9144,0.72
15,12,7736,2984,0.64
15,12,256,4968,0.58
26,20,27376,1160,0.53
6,1,2728,1352,0.72
13,7,6712,584,0.51
8,4,808,488,0.61
22,19,2792,14688,0.61
25,20,6200,15264,0.68
13,7,7736,584,0.67
8,4,2664,3496,0.67
4,0,1128,1160,0.56
20,18,17568,2280,0.57
15,11,2856,6712,0.65
4,0,2408,776,0.52
24,20,10680,11832,0.7
13,7,5352,5352,0.55
15,10,2600,296,0.7
19,17,11064,7736,0.62
4,0,1992,1096,0.59
13,8,10680,5352,0.58
3,0,2728,1384,0.73
15,10,2856,7480,0.71
15,12,5544,584,0.57
8,4,256,328,0.71
15,10,5160,6712,0.61
5,0,3752,1096,0.63
7,2,5992,424,0.54
18,15,10296,2600,0.62
18,15,2984,1736,0.47
5,0,3368,1320,0.71
15,10,12960,7992,0.72
19,17,1064,8248,0.63
15,12,4968,2024,0.57
4,0,2984,256,0.56
15,10,6200,5544,0.58
8,4,1096,3240,0.7
19,17,10296,1224,0.56
15,10,9528,4392,0.7
13,7,6200,968,0.56
13,8,7224,6712,0.63
3,0,1608,224,0.49
15,10,6968,1416,0.73
24,20,5352,1992,0.62
26,20,19848,14112,0.67
10,4,296,1416,0.58
22,19,22920,8248,0.68
15,11,8504,8504,0.63
18,14,5544,2536,0.64
25,20,28336,8760,0.68
20,18,16416,3880,0.62
6,1,4008,744,0.66
26,20,30576,10296,0.7
20,18,4776,4968,0.75
13,8,10680,2984,0.62
25,20,6200,376,0.74
24,20,520,8760,0.54
13,8,5352,1800,0.69
15,12,14112,1608,0.68
10,4,6712,2344,0.67
20,17,15264,14688,0.74
19,17,12216,904,0.57
4,0,1352,1288,0.66
3,0,1416,1000,0.6
11,6,5992,256,0.58
11,6,6712,3752,0.62
3,0,2152,1192,0.67
13,8,4968,5352,0.63
11,6,3496,3496,0.61
20,17,6712,4264,0.56
13,8,1608,6968,0.61
11,6,5736,2728,0.61
4,0,3496,56,0.56
20,18,4392,12576,0.68
15,9,12960,6456,0.73
10,4,7480,2792,0.57
15,11,12576,2664,0.62
8,4,6712,1288,0.65
15,10,13536,6200,0.59
7,2,2664,208,0.66
22,19,22920,18336,0.76
15,9,10680,1416,0.54
5,0,144,744,0.7
15,12,10680,7992,0.69
13,7,11448,2088,0.76
10,4,6968,1064,0.54
18,14,968,9912,0.79
25,20,1128,15264,0.64
15,11,552,504,0.67
5,0,1320,288,0.56
15,10,4584,7480,0.59
19,17,2152,11832,0.68
8,2,4776,1800,0.64
4,0,120,328,0.66
18,14,9912,12216,0.66
26,20,5544,7480,0.58
6,1,4392,56,0.56
2,0,296,1000,0.59
8,4,4008,1544,0.6
22,19,22152,10680,0.67
24,20,18336,13536,0.72
2,0,2088,32,0.64
22,19,19848,10680,0.66
4,0,1480,208,0.52
8,2,6456,2216,0.62
2,0,1064,1256,0.56
4,0,208,680,0.54
25,20,16416,19848,0.77
4,0,1736,504,0.52
2,0,328,176,0.56
20,18,6200,4968,0.53
7,2,1096,424,0.6
5,0,1672,1192,0.65
3,0,680,1256,0.59
20,17,9144,2472,0.69
8,2,2088,1672,0.56
8,4,1096,1064,0.67
13,7,6712,2536,0.74
8,2,3112,1928,0.58
18,15,7992,12576,0.69
15,9,2856,7736,0.7
10,4,6712,2216,0.54
15,11,3752,5352,0.53
22,19,5160,16992,0.67
26,20,6712,2344,0.67
25,20,10296,12576,0.71
4,0,696,600,0.62
24,20,14688,15264,0.68
4,0,408,616,0.7
22,19,14112,14688,0.7
15,10,4264,1544,0.68
8,2,3240,1416,0.62
20,17,11832,9912,0.64
13,8,3624,4392,0.61
5,0,1480,1288,0.71
15,9,7224,1736,0.69
8,2,3496,616,0.65
15,11,4264,6712,0.67
13,8,2984,5544,0.56
18,15,5992,5992,0.59
8,4,968,3240,0.55
13,7,7736,584,0.67
20,18,7224,9528,0.72
18,14,10296,6200,0.7
13,7,4968,2984,0.63
4,0,1864,744,0.65
7,2,3880,1480,0.55
18,14,14688,9144,0.68
18,14,12216,5736,0.63
22,19,12960,13536,0.68
15,10,12216,6968,0.63
13,8,11064,536,0.66
15,10,8760,6200,0.69
20,18,19080,13536,0.75
15,12,11832,2792,0.68
18,14,14112,1544,0.64
24,20,25456,12216,0.67
7,2,3368,2088,0.58
26,20,26416,4392,0.71
8,4,3240,3496,0.67
5,0,1672,88,0.62
24,20,22920,19080,0.76
22,19,5160,10296,0.64
11,6,1224,2280,0.73
20,18,11448,16416,0.73
11,6,5352,2216,0.59
8,2,5544,1160,0.63
15,10,8248,2344,0.66
20,18,16992,6200,0.6
15,11,9528,5352,0.55
6,1,3752,520,0.59
15,11,12216,3880,0.59
20,18,17568,2600,0.7
7,2,712,1384,0.55
5,0,2216,32,0.61
5,0,2728,392,0.58
24,20,5992,19848,0.69
18,15,9912,12216,0.66
10,4,2536,1736,0.67
26,20,7224,17568,0.69
15,11,4264,4584,0.55
10,4,2216,2664,0.75
25,20,27376,13536,0.72
25,20,28336,1992,0.74
8,4,256,552,0.48
8,4,5992,1000,0.54
15,10,11832,6712,0.69
15,11,8760,4776,0.71
13,8,6968,4264,0.56
15,11,12960,3112,0.51
26,20,12960,14688,0.66
4,0,1608,1096,0.66
13,8,1352,1544,0.56
13,8,9144,4968,0.6
19,17,13536,3368,0.6
4,0,2472,600,0.55
11,6,872,4968,0.58
15,9,1416,5736,0.6
15,11,11064,5160,0.56
2,0,840,1192,0.73
6,1,2728,936,0.49
20,17,17568,5544,0.73
6,1,4968,872,0.6
15,9,9912,1864,0.63
20,17,9144,6712,0.74
8,4,6456,3496,0.58
20,18,376,6200,0.65
25,20,5736,776,0.56
11,6,328,1032,0.62
4,0,1000,680,0.68
15,10,9528,5544,0.57
15,12,11832,6456,0.63
7,2,2792,776,0.6
13,8,2472,2792,0.72
2,0,144,256,0.59
19,17,1800,1800,0.66
13,7,9528,2216,0.59
4,0,3624,456,0.67
25,20,4008,7992,0.62
13,7,5544,328,0.67
26,20,22152,10296,0.73
19,17,4008,1224,0.67
19,17,4392,11832,0.73
24,20,10296,19080,0.76
20,18,16416,6200,0.6
13,7,4776,1928,0.68
5,0,1736,176,0.68
10,4,5352,1736,0.61
6,1,5160,744,0.63
6,1,2600,376,0.74
15,12,10680,7224,0.62
5,0,1320,840,0.65
13,8,9528,4968,0.73
20,18,7480,4264,0.53
26,20,7992,5160,0.52
10,4,2216,1480,0.58
11,6,5160,256,0.55
19,17,6456,4264,0.66
20,18,14688,1608,0.68
26,20,22152,19080,0.76
3,0,2472,120,0.56
8,4,4008,328,0.54
7,2,5736,776,0.64
20,18,4776,968,0.75
15,11,4968,6712,0.58
10,4,1256,1928,0.6
8,2,1800,840,0.58
8,4,1384,208,0.66
6,1,4136,680,0.57
15,12,4264,9144,0.65
3,0,2856,1384,0.64
13,7,3368,4136,0.68
8,2,4968,1672,0.71
15,10,7736,4776,0.6
3,0,2728,1256,0.6
13,7,7224,2216,0.62
15,10,14112,5736,0.6
13,8,2024,4584,0.79
22,19,6456,2856,0.55
2,0,1160,744,0.65
10,4,6968,1288,0.54
8,4,6200,776,0.67
8,4,2664,904,0.61
6,1,4136,1384,0.63
10,4,2536,1608,0.76
13,7,5736,1096,0.55
18,14,13536,7224,0.64
6,1,2728,224,0.55
13,7,9912,1480,0.55
11,6,3368,256,0.51
20,17,10680,2152,0.66
5,0,3496,344,0.76
7,2,328,1672,0.54
20,18,18336,7992,0.67
2,0,1544,1352,0.61
18,15,2984,12216,0.62
15,12,6456,1000,0.53
15,11,9528,1544,0.55
19,17,6456,15264,0.67
8,4,6200,3112,0.66
3,0,744,840,0.55
7,2,2536,1288,0.65
15,9,3112,136,0.7
7,2,2792,1544,0.68
6,1,5160,456,0.57
3,0,2536,1192,0.59
15,12,2856,6968,0.57
2,0,2152,504,0.68
10,4,7224,2728,0.73
19,17,12960,3368,0.57
6,1,3624,1544,0.57
10,4,1256,3240,0.55
19,17,1064,1224,0.7
8,4,5736,2600,0.52
6,1,3496,88,0.62
15,9,3112,456,0.57
3,0,1096,56,0.49
8,2,3112,2088,0.66
13,8,3368,3240,0.57
8,4,6456,256,0.59
18,15,12960,256,0.6
15,12,1736,2984,0.59
19,17,16416,1800,0.64
26,20,11448,5160,0.62
10,4,2536,3240,0.57
6,1,2984,208,0.6
3,0,2472,1000,0.65
26,20,4968,5544,0.52
26,20,2408,18336,0.74
15,10,5544,2856,0.55
2,0,1000,1192,0.64
13,8,2728,6456,0.63
15,9,6968,4264,0.66
5,0,2472,88,0.78
5,0,1864,176,0.7
4,0,3496,392,0.53
18,15,2600,2280,0.61
15,10,10296,5160,0.64
6,1,504,568,0.72
5,0,2536,1352,0.67
15,11,1736,7992,0.62
4,0,1480,288,0.63
13,8,11064,1096,0.65
15,12,5736,4584,0.59
20,17,1544,7736,0.6
10,4,3112,328,0.56
22,19,6968,12216,0.61
6,1,1224,1608,0.58
11,6,7480,2984,0.57
8,4,5992,696,0.68
13,8,4584,1672,0.72
15,12,13536,7480,0.63
10,4,2856,696,0.58
10,4,1736,552,0.5
15,12,11064,776,0.58
2,0,1928,120,0.64
20,17,14112,6712,0.58
19,17,15264,280,0.65
20,17,15840,11832,0.67
11,6,3112,1672,0.62
2,0,328,1256,0.75
8,2,536,696,0.67
5,0,3496,1224,0.59
3,0,2408,120,0.63
20,17,2792,904,0.52
20,18,6712,10296,0.64
11,6,7992,3752,0.58
18,14,9912,11832,0.67
19,17,696,3368,0.65
19,17,11448,2728,0.53
10,4,1096,3112,0.66
6,1,392,904,0.56
11,6,4584,2088,0.57
18,14,13536,3880,0.55
26,20,26416,19080,0.77
4,0,2408,88,0.71
22,19,4584,3624,0.55
15,10,6968,6968,0.64
20,17,14112,2728,0.54
19,17,12576,6456,0.73
11,6,4008,1352,0.62
18,14,9144,744,0.75
20,17,11448,15264,0.71
8,2,3880,1544,0.72
7,2,968,1320,0.69
15,12,6968,5992,0.57
7,2,1320,1864,0.56
10,4,7736,1928,0.62
25,20,9144,7992,0.54
6,1,1480,1160,0.76
15,9,12960,5736,0.6
15,9,552,136,0.56
11,6,7992,3496,0.63
2,0,256,504,0.62
22,19,20616,12960,0.71
8,2,1544,1096,0.56
6,1,4968,1736,0.6
20,18,5544,14112,0.65
26,20,20616,15264,0.71
6,1,2408,1384,0.56
2,0,1544,88,0.64
18,15,2600,9528,0.66
24,20,11832,18336,0.7
13,7,1608,5352,0.57
5,0,1480,1128,0.75
11,6,4968,504,0.77
2,0,1480,600,0.55
20,17,7992,15264,0.68
26,20,26416,4392,0.57
5,0,776,56,0.65
13,8,1608,120,0.56
20,18,11832,9912,0.62
4,0,1000,744,0.61
25,20,2856,11832,0.56
4,0,1064,776,0.62
3,0,2216,840,0.54
24,20,1608,1992,0.55
6,1,504,56,0.56
4,0,840,456,0.62
19,17,15264,4264,0.66
15,9,10296,7224,0.65
20,17,9144,6968,0.67
10,4,6200,2280,0.6
2,0,1544,600,0.72
10,4,2536,904,0.55
19,17,12960,14688,0.72
15,9,8248,6200,0.56
25,20,10296,8248,0.58
7,2,4008,1160,0.64
4,0,1992,1192,0.52
13,7,904,3112,0.69
8,4,1256,3496,0.62
15,9,552,4776,0.66
25,20,26416,16416,0.74
2,0,2088,328,0.66
8,2,6200,2088,0.56
13,8,9144,3368,0.62
24,20,16992,11448,0.62
15,11,1128,7992,0.71
8,4,1800,2280,0.55
15,9,9912,4136,0.74
13,7,4392,3368,0.51
15,10,4968,7224,0.58
8,4,3752,3240,0.69
4,0,2344,256,0.54
19,17,15264,6712,0.58
5,0,2728,16,0.53
2,0,696,32,0.7
15,10,14112,1096,0.52
20,18,14688,14112,0.73
8,4,536,208,0.52
15,9,6456,6200,0.72
20,17,10680,2152,0.65
4,0,1544,936,0.57
10,4,2024,1192,0.77
25,20,1736,9528,0.7
13,7,1608,6200,0.58
18,15,6456,9912,0.61
26,20,1192,12960,0.57
20,17,17568,11832,0.71
20,17,19848,9912,0.68
2,0,328,424,0.58
11,6,2984,3368,0.56
15,11,1416,2088,0.52
5,0,2088,1000,0.58
22,19,13536,3624,0.63
22,19,16992,7480,0.66
15,10,6200,776,0.65
15,10,4584,7224,0.61
15,10,1128,7224,0.61
25,20,6200,16416,0.66
24,20,5352,1544,0.68
13,7,5352,3240,0.57
18,15,16416,5992,0.6
3,0,1416,88,0.6
6,1,4136,968,0.54
15,12,256,6712,0.59
15,9,1736,2344,0.68
18,15,14112,12216,0.71
18,15,11064,5160,0.67
8,4,6968,1288,0.61
11,6,7480,3240,0.55
15,12,6200,7480,0.62
6,1,2216,488,0.68
18,15,7736,552,0.52
2,0,1672,256,0.49
18,14,1928,8248,0.55
2,0,936,1384,0.53
18,14,12576,7480,0.59
15,9,12576,6712,0.76
24,20,3752,3624,0.67
24,20,6968,14112,0.71
15,11,9912,4584,0.54
25,20,19848,10680,0.77
15,11,1992,4584,0.61
15,9,3112,1256,0.66
22,19,19848,18336,0.74
10,4,3624,2600,0.68
26,20,10296,8248,0.7
18,14,9912,3112,0.75
15,11,7992,5160,0.73
25,20,2280,11064,0.6
15,10,2600,7224,0.58
2,0,208,744,0.62
7,2,5352,2088,0.63
3,0,2856,1064,0.71
2,0,1000,56,0.66
18,15,13536,12960,0.71
13,7,904,5736,0.58
5,0,1544,1192,0.59
15,11,5160,1928,0.6
10,4,5160,1928,0.59
10,4,7224,2728,0.68
15,9,2856,5352,0.6
25,20,14688,17568,0.72
13,7,6968,104,0.57
18,15,15840,1416,0.74
24,20,22920,19848,0.78
15,11,6200,7736,0.62
15,9,4008,2984,0.68
8,4,1800,1192,0.55
11,6,8248,4264,0.64
25,20,23688,16992,0.75
22,19,6456,6456,0.71
20,17,5160,2152,0.54
6,1,5160,568,0.55
15,11,4968,5352,0.65
15,12,8504,5992,0.59
15,11,4968,5992,0.56
22,19,16992,7480,0.58
18,14,10296,6456,0.6
15,10,11832,4136,0.56
8,2,1928,520,0.65
13,8,3880,5992,0.68
22,19,22920,5736,0.62
15,9,9528,3624,0.64
26,20,21384,8248,0.61
8,2,4392,1064,0.54
4,0,3496,56,0.67
3,0,104,376,0.62
19,17,6712,12216,0.65
4,0,1064,536,0.61
6,1,1128,520,0.55
2,0,1064,328,0.63
18,15,10296,3496,0.74
26,20,16416,16416,0.73
18,15,4264,13536,0.65
6,1,3496,376,0.62
7,2,1928,2216,0.73
5,0,2024,904,0.67
15,10,840,3624,0.67
24,20,25456,5992,0.75
11,6,2984,2792,0.7
20,18,2792,7992,0.59
2,0,2216,56,0.62
3,0,2408,256,0.53
20,18,2344,4968,0.7
10,4,1096,1928,0.74
20,17,7480,7736,0.55
18,15,6200,10680,0.62
26,20,15264,1544,0.66
11,6,3496,1032,0.65
25,20,3496,13536,0.63
2,0,1160,1320,0.61
15,10,7480,936,0.49
18,14,8760,11448,0.67
19,17,6456,6456,0.65
25,20,6968,17568,0.7
20,17,18336,8248,0.64
19,17,10296,13536,0.69
15,12,5992,176,0.72
10,4,2856,2728,0.66
3,0,176,32,0.56
19,17,15264,8760,0.68
22,19,17568,11064,0.65
15,10,2856,5992,0.69
24,20,5352,12960,0.59
8,4,4968,2216,0.59
4,0,2600,1256,0.58
19,17,10296,8248,0.6
8,2,4584,1800,0.63
5,0,600,344,0.61
18,15,15840,10296,0.65
5,0,3112,1064,0.56
7,2,3624,1000,0.57
15,12,9144,2024,0.58
4,0,2280,1384,0.59
15,9,1992,7224,0.73
15,10,7736,2024,0.64
6,1,3880,568,0.71
26,20,7992,6200,0.53
5,0,872,1096,0.56
11,6,2472,5160,0.76
8,2,2664,296,0.51
25,20,7992,11448,0.66
5,0,2984,456,0.73
19,17,2536,280,0.51
13,7,680,4136,0.56
18,15,14112,1736,0.75
19,17,14112,6712,0.66
8,2,6200,648,0.56
8,4,2664,2088,0.64
13,8,5736,1800,0.53
15,9,2280,2856,0.67
10,4,2536,3112,0.68
15,12,9528,5544,0.56
19,17,7224,9528,0.58
8,4,6712,3496,0.57
15,10,5544,456,0.51
10,4,7480,1352,0.52
20,18,17568,16416,0.77
8,2,3240,696,0.65
4,0,120,424,0.65
7,2,3112,1160,0.6
7,2,1480,208,0.67
11,6,7736,176,0.54
20,18,7992,632,0.5
20,17,16992,9144,0.64
15,9,6968,7480,0.74
22,19,14688,9528,0.67
22,19,5544,15264,0.66
18,14,4968,10680,0.66
25,20,18336,6200,0.63
20,18,7992,5992,0.63
15,11,8504,2664,0.69
3,0,2792,504,0.58
10,4,3752,1480,0.63
10,4,2536,1800,0.6
8,2,6200,296,0.72
18,14,5544,6968,0.68
24,20,11832,2792,0.7
20,18,16416,10680,0.66
2,0,1064,648,0.63
24,20,27376,8248,0.62
18,14,13536,10680,0.71
8,2,5352,696,0.72
8,2,6968,328,0.7
20,18,19080,12960,0.71
18,14,13536,6968,0.67
2,0,1064,88,0.57
6,1,4392,456,0.49
7,2,2216,296,0.66
5,0,2536,120,0.74
11,6,2984,4584,0.54
11,6,3752,3752,0.55
13,7,8760,4136,0.69
22,19,19848,3240,0.56
11,6,4968,1544,0.61
4,0,2408,968,0.66
22,19,11448,12216,0.68
25,20,21384,10680,0.63
26,20,2984,11064,0.63
6,1,4392,1352,0.53
25,20,4584,10296,0.53
2,0,1064,840,0.58
18,15,11064,10296,0.69
8,4,3880,256,0.53
7,2,328,144,0.75
15,9,9528,7480,0.68
2,0,1608,376,0.58
4,0,3112,1288,0.6
10,4,3752,2216,0.72
5,0,4392,1096,0.71
19,17,336,12960,0.61
6,1,2792,1416,0.63
13,8,7480,3368,0.63
15,10,8504,2536,0.49
20,18,5992,11064,0.6
13,7,4584,1608,0.66
20,18,1160,5992,0.7
3,0,2856,680,0.58
13,8,2728,3880,0.63
15,11,5992,6200,0.61
7,2,1928,1064,0.73
20,17,9912,5544,0.56
10,4,456,2280,0.65
8,2,4968,208,0.65
15,10,8760,136,0.59
20,18,5544,13536,0.65
10,4,4008,1064,0.63
15,9,9528,7736,0.7
2,0,424,968,0.55
24,20,8504,12960,0.69
11,6,1544,4776,0.55
15,10,4584,1256,0.56
15,12,6968,6712,0.73
2,0,1160,1320,0.53
19,17,13536,11064,0.71
3,0,1992,224,0.57
4,0,2344,568,0.58
15,9,552,5352,0.63
2,0,2152,208,0.5
26,20,8504,776,0.67
5,0,4264,680,0.55
18,14,10680,11832,0.74
26,20,1192,9912,0.67
18,15,16416,1416,0.49
8,4,5992,3240,0.7
11,6,3496,2280,0.6
2,0,1672,56,0.47
8,2,4392,32,0.74
8,2,1928,840,0.5
6,1,4264,1064,0.59
18,15,12576,10680,0.65
13,7,9528,4584,0.58
2,0,256,600,0.6
20,17,19080,6712,0.59
2,0,1992,776,0.56
19,17,12960,10296,0.65
13,7,11064,584,0.52
10,4,936,1128,0.63
18,15,5992,8504,0.68
8,2,4968,376,0.62
11,6,3752,1864,0.58
18,14,8760,9912,0.66
20,18,5160,10680,0.59
5,0,2536,600,0.65
20,17,776,3368,0.54
22,19,1864,7480,0.66
18,14,1928,12960,0.7
5,0,776,32,0.53
7,2,4968,424,0.51
25,20,19848,7992,0.77
15,10,7992,936,0.69
11,6,144,3624,0.52
20,17,17568,13536,0.74
6,1,712,904,0.55
8,2,680,520,0.53
11,6,2280,4264,0.53
11,6,3752,3624,0.73
13,8,680,5544,0.51
15,12,552,6968,0.53
15,11,9912,504,0.51
25,20,19848,376,0.56
26,20,22920,1992,0.71
4,0,2472,776,0.58
18,14,12216,4968,0.58
4,0,3112,568,0.65
15,11,3112,6200,0.58
15,11,13536,5992,0.62
19,17,10296,12960,0.67
10,4,2344,2984,0.59
18,14,632,4136,0.69
10,4,3368,1992,0.64
15,9,9144,5736,0.55
15,12,2600,9144,0.78
13,7,9144,584,0.55
18,15,632,256,0.6
18,15,11448,12960,0.72
3,0,1928,328,0.59
8,2,3752,968,0.57
15,12,10296,9144,0.66
20,17,2792,4008,0.54
10,4,7224,3496,0.69
13,7,3624,2216,0.59
11,6,2664,4968,0.54
13,7,680,3880,0.76
13,8,3240,6200,0.59
25,20,6200,16416,0.66
18,15,2280,4008,0.61
19,17,17568,10296,0.67
13,8,1800,6200,0.54
15,9,4968,2024,0.73
10,4,4584,3112,0.59
6,1,1128,424,0.57
10,4,1096,1128,0.73
18,14,15840,5160,0.6
15,12,3112,1384,0.7
22,19,20616,11448,0.66
5,0,3112,1352,0.64
20,17,3624,2472,0.65
3,0,504,1256,0.54
7,2,6200,2216,0.68
15,9,12216,6200,0.58
4,0,3112,1384,0.67
8,2,4264,744,0.53
20,17,16416,4584,0.57
13,7,9912,5736,0.58
2,0,72,424,0.53
24,20,20616,7992,0.6
24,20,6968,19848,0.72
15,11,9912,328,0.64
26,20,12960,16416,0.71
15,11,5160,872,0.54
24,20,10296,6200,0.73
15,9,2280,4264,0.69
24,20,5992,11832,0.73
15,12,6968,7992,0.6
18,14,328,4136,0.71
6,1,2472,744,0.68
19,17,8248,15264,0.68
5,0,1224,1000,0.69
2,0,1160,1032,0.58
19,17,4776,1224,0.61
2,0,1320,1320,0.59
3,0,1416,1032,0.57
4,0,1288,176,0.66
8,2,6456,648,0.63
22,19,6456,15840,0.67
3,0,176,1032,0.74
15,11,12216,5160,0.73
13,7,9912,1480,0.54
7,2,1480,144,0.66
26,20,21384,16416,0.74
18,15,5992,5736,0.67
18,14,16416,3368,0.67
13,8,1128,1672,0.75
2,0,1064,288,0.6
4,0,1128,616,0.74
8,4,6456,1544,0.56
8,2,6200,1800,0.62
15,9,8760,5352,0.69
18,15,4584,1128,0.56
3,0,1544,680,0.5
20,17,16416,11832,0.67
19,17,10680,1800,0.5
13,7,9912,1096,0.56
15,11,7480,7480,0.6
13,8,6712,2984,0.68
19,17,6200,14112,0.69
25,20,17568,10296,0.62
2,0,1096,712,0.55
18,14,11448,8760,0.71
20,18,10296,2280,0.55
20,17,1160,7736,0.59
13,8,8760,6456,0.59
25,20,5160,7992,0.57
